,abstract,applicant,assignee,date_filed,date_issued,inventor,p_num,title,type,url
2897,"A method and search engine for classifying a source publishing a document on a portion of a network, includes steps of electronically receiving a document, based on the document, determining a source which published the document, and assigning a code to the document based on whether data associated with the document published by the source matches with data contained in a database. An intelligent geographic- and business topic-specific resource discovery system facilitates local commerce on the World-Wide Web and also reduces search time by accurately isolating information for end-users. Distinguishing and classifying business pages on the Web by business categories using Standard Industrial Classification (SIC) codes is achieved through an automatic iterative process.","FACEBOOK, INC.",,"September 15, 2012",,Ajaipal Singh Virdy,20130173629,SYSTEM AND METHOD FOR GEOGRAPHICALLY ORGANIZING AND CLASSIFYING BUSINESSES ON THE WORLD-WIDE WEB,Application,https://patents.justia.com/patent/20130173629
2898,"Communicating between electronic devices involves sending messages between the electronic devices. An original message having an original source indicator and an intended destination indicator identified is sent. A reply to that original message is sent by the recipient of the original message. The reply message has a reply source indicator and a reply destination indicator. A communication based on the reply message is sent. The communication based on the reply message has a reply source indicator that is the same as the intended destination indicator identified by the sender of the original message. In one example, a message is sent from computer operating an instant messaging program and forwarded to a mobile telephone. The reply sent from the mobile telephone is provided to the sender of the original message without revealing the telephone number of the mobile telephone to which the original instant message was forwarded.","FACEBOOK, INC.",,"September 15, 2012",,"James A. Odell, Raine Bergstrom, Barry Appelman, Andrew L. Wick, Alan Keister, Xiaoyan Yin, Barbara McNally, Keith C. Hullfish",20130172026,Managing forwarded electronic messages,Application,https://patents.justia.com/patent/20130172026
2899,"A system and method are disclosed for integrating an on-line service community with a foreign service such as the Internet World Wide Web. To take advantage of the present invention, on-line service subscribers access a membership module to complete a membership process in which they join communities each of which represents a specific area of interest. The present invention operates as an extension to a user's preferred Web browser and is manifested as a toolbar comprised of control buttons and a viewer on a computer user's screen. By interacting with the control buttons of the toolbar and the menus of the viewer, on-line service content is delivered to the user in response to the URLs specified by the user as he or she browses the Web.","FACEBOOK, INC.",,"September 15, 2012",,"Bruce A. MacNaughton, Leigh R. Turner",20130166696,Displaying Content From Multiple Users,Application,https://patents.justia.com/patent/20130166696
2900,"A social networking system includes pages created by users for providing content related to topics of interest. An interaction engine captures data and maintains analytical information about how users interact with pages and posts. When a user takes an action such as liking a page or a post, the interaction engine updates the page's activity history to reflect the activity and information about the user who took the action. The interaction engine also measures the reach of pages and posts, by determining how and from where each user viewed the page and its contents. The interaction engine further tracks the community's interest in pages and posts by determining how many unique users create stories that include a page or its content. An insights module uses the data obtained by the interaction engine to synthesize graphical reports about page interactions and present the reports to page administrators.","FACEBOOK, INC.",,"December 23, 2011",,"Janaka Liyanage, Wenrui Zhao, Louis Eisenberg, Danilo Torres de Sa Resende, Srikant Ramakrishna Ayyar, Ajoy Joseph Frank, Eric Michel Giovanola, David Gross-Baser, Ami Vora",20130166725,Measuring Page Viewership in a Social Network,Application,https://patents.justia.com/patent/20130166725
2901,Information may be presented to a user by using a first application to receive a character stream of one or more noncompletion characters. The noncompletion characters indicate that additional characters may be received. The character stream is exchanged with a host that analyzes the character stream to generate results that are responsive to the user's predicted interest. Results are received and displayed so that the user may select one of the results to launch a code segment related to the selected result.,"FACEBOOK, INC.",,"February 13, 2013",,"FACEBOOK, INC.",20130159290,INTELLIGENT RESULTS BASED ON DATABASE QUERIES,Application,https://patents.justia.com/patent/20130159290
2902,"An electronic message may be reconfigured to effect an enhanced notification using an input interface to receive at least one electronic message created by or on behalf of a message source for delivery to an intended recipient. A matching engine determines whether the electronic message corresponds to a predetermined definition of an enhanced notification. An enhancement engine reconfigures the electronic message to the enhanced notification if stored information related to the intended recipient indicates that the intended recipient is subscribed to receive the enhanced notification. Reconfiguring the electronic message may include reconfiguring the message to provide special handling, routing or presentation.","FACEBOOK, INC.",,"February 14, 2013",,"Facebook, Inc.",20130159441,SYSTEMS AND METHODS FOR PRIORITIZED NOTIFICATION DELIVERY,Application,https://patents.justia.com/patent/20130159441
2903,"An electronic message may be reconfigured to effect an enhanced notification using an input interface to receive at least one electronic message created by or on behalf of a message source for delivery to an intended recipient. A matching engine determines whether the electronic message corresponds to a predetermined definition of an enhanced notification. An enhancement engine reconfigures the electronic message to the enhanced notification if stored information related to the intended recipient indicates that the intended recipient is subscribed to receive the enhanced notification. Reconfiguring the electronic message may include reconfiguring the message to provide special handling, routing or presentation.","FACEBOOK, INC.",,"February 14, 2013",,"Facebook, Inc.",20130159440,METHODS AND SYSTEMS FOR DELIVERING MULTIPLE NOTIFICATIONS,Application,https://patents.justia.com/patent/20130159440
2904,Providing location information on a mobile device includes receiving signals from external devices. Each signal includes information that specifies a geographic location for the external device that has provided the signal. A geographic location for the mobile device is calculated by using the information contained in each of the received signals. A representation of the geographic location of the mobile device is generated. The representation of the geographic location is included within an electronic message that provides information describing a user of the mobile device to other users of an electronic communications system. The electronic message is transmitted to another device to provide an indication of the geographic location for the user to one of the other users of the electronic communications system.,"FACEBOOK, INC.",,"February 15, 2013",,"Facebook, Inc.",20130157694,Personalized Location Information for Mobile Devices,Application,https://patents.justia.com/patent/20130157694
2905,"An electronic message may be reconfigured to effect an enhanced notification using an input interface to receive at least one electronic message created by or on behalf of a message source for delivery to an intended recipient. A matching engine determines whether the electronic message corresponds to a predetermined definition of an enhanced notification. An enhancement engine reconfigures the electronic message to the enhanced notification if stored information related to the intended recipient indicates that the intended recipient is subscribed to receive the enhanced notification. Reconfiguring the electronic message may include reconfiguring the message to provide special handling, routing or presentation.","FACEBOOK, INC.",,"February 14, 2013",,"Facebook, Inc.",20130159442,NOTIFICATION ARCHIVE,Application,https://patents.justia.com/patent/20130159442
2906,"Techniques are provided for leveraging narrowband connectivity (such as dial-up communications or other types of low bandwidth communications) to provision or configure broadband connectivity between a broadband access provider and a broadband device, such as a DSL modem or a cable modem. Specifically, because narrowband connectivity does not require advance configuration or provisioning by the host system of connectivity parameters for an access-seeking device, a modem at an access-seeking device may be leveraged to establish a narrowband connection between that device and a host system and to enable an exchange or negotiation of connectivity parameters necessary to enable future broadband connectivity. Thus, once established, the narrowband connection may be used as a conduit for communicating required provisioning information between the broadband-enabling host and the access-seeking device to enable broadband connectivity by the device in the future.","FACEBOOK, INC.",,"February 15, 2013",,"Facebook, Inc.",20130159538,Switching Between Connectivity Types to Maintain Connectivity,Application,https://patents.justia.com/patent/20130159538
2907,"An electronic message may be reconfigured to effect an enhanced notification using an input interface to receive at least one electronic message created by or on behalf of a message source for delivery to an intended recipient. A matching engine determines whether the electronic message corresponds to a predetermined definition of an enhanced notification. An enhancement engine reconfigures the electronic message to the enhanced notification if stored information related to the intended recipient indicates that the intended recipient is subscribed to receive the enhanced notification. Reconfiguring the electronic message may include reconfiguring the message to provide special handling, routing or presentation.","FACEBOOK, INC.",,"February 14, 2013",,"Facebook, Inc.",20130159420,SYSTEMS AND METHODS FOR RESTRICTED NOTIFICATION DELIVERY,Application,https://patents.justia.com/patent/20130159420
2908,"An electronic message may be reconfigured to effect an enhanced notification using an input interface to receive at least one electronic message created by or on behalf of a message source for delivery to an intended recipient. A matching engine determines whether the electronic message corresponds to a predetermined definition of an enhanced notification. An enhancement engine reconfigures the electronic message to the enhanced notification if stored information related to the intended recipient indicates that the intended recipient is subscribed to receive the enhanced notification. Reconfiguring the electronic message may include reconfiguring the message to provide special handling, routing or presentation.","FACEBOOK, INC.",,"February 14, 2013",,"Facebook, Inc.",20130159439,SYSTEMS AND METHODS FOR NOTIFICATION DELIVERY,Application,https://patents.justia.com/patent/20130159439
2909,Information may be presented to a user by using a first application to receive a character stream of one or more noncompletion characters. The noncompletion characters indicate that additional characters may be received. The character stream is exchanged with a host that analyzes the character stream to generate results that are responsive to the user's predicted interest. Results are received and displayed so that the user may select one of the results to launch a code segment related to the selected result.,"FACEBOOK, INC.",,"January 30, 2013",,"Facebook, Inc.",20130151546,INTELLIGENT RESULTS USING A SPELLING CORRECTION AGENT,Application,https://patents.justia.com/patent/20130151546
2910,"A user interface including one or more references to content is customized. Several user profiles are provided from which a user may be associated. Each user profile includes user profile information. The user profile associated with a user to whom a user interface will be provided is accessed. A user interface is configured for the user, based at least in part upon the user profile accessed as being associated with the user. Access to content is enabled based on user manipulation of the configured user interface.","FACEBOOK, INC.",,"December 26, 2012",,"FACEBOOK, INC.",20130151984,CUSTOMIZED USER INTERFACE BASED ON USER PROFILE INFORMATION,Application,https://patents.justia.com/patent/20130151984
2911,"A user interface including one or more references to content is customized. Several user profiles are provided from which a user may be associated. Each user profile includes user profile information. The user profile associated with a user to whom a user interface will be provided is accessed. A user interface is configured for the user, based at least in part upon the user profile accessed as being associated with the user. Access to content is enabled based on user manipulation of the configured user interface.","FACEBOOK, INC.",,"December 26, 2012",,"FACEBOOK, INC.",20130151990,CUSTOMIZED USER INTERFACE BASED ON USER PROFILE INFORMATION,Application,https://patents.justia.com/patent/20130151990
2912,"A user interface including one or more references to content is customized. Several user profiles are provided from which a user may be associated. Each user profile includes user profile information. The user profile associated with a user to whom a user interface will be provided is accessed. A user interface is configured for the user, based at least in part upon the user profile accessed as being associated with the user. Access to content is enabled based on user manipulation of the configured user interface.","FACEBOOK, INC.",,"December 26, 2012",,"FACEBOOK, INC.",20130151991,MANAGING CUSTOMIZED USER INTERFACES,Application,https://patents.justia.com/patent/20130151991
2913,Information may be presented to a user by using a first application to receive a character stream of one or more noncompletion characters. The noncompletion characters indicate that additional characters may be received. The character stream is exchanged with a host that analyzes the character stream to generate results that are responsive to the user's predicted interest. Results are received and displayed so that the user may select one of the results to launch a code segment related to the selected result.,"FACEBOOK, INC.",,"January 30, 2013",,"Facebook, Inc.",20130144898,INTELLIGENT VENDOR RESULTS RELATED TO A CHARACTER STREAM,Application,https://patents.justia.com/patent/20130144898
2914,Information may be presented to a user by using a first application to receive a character stream of one or more noncompletion characters. The noncompletion characters indicate that additional characters may be received. The character stream is exchanged with a host that analyzes the character stream to generate results that are responsive to the user's predicted interest. Results are received and displayed so that the user may select one of the results to launch a code segment related to the selected result.,"FACEBOOK, INC.",,"January 31, 2013",,"Facebook, Inc.",20130144876,INTELLIGENT RESULTS USING AN ASSISTANT,Application,https://patents.justia.com/patent/20130144876
2915,Information may be presented to a user by using a first application to receive a character stream of one or more noncompletion characters. The noncompletion characters indicate that additional characters may be received. The character stream is exchanged with a host that analyzes the character stream to generate results that are responsive to the user's predicted interest. Results are received and displayed so that the user may select one of the results to launch a code segment related to the selected result.,"FACEBOOK, INC.",,"January 31, 2013",,"Facebook, Inc.",20130145040,HOST-BASED INTELLIGENT RESULTS RELATED TO A CHARACTER STREAM,Application,https://patents.justia.com/patent/20130145040
2916,"Embodiments of the invention provide techniques for incorporating variable values into textual content. In one embodiment, an abstract phrase including a text phrase and a variable at a particular position in the text phrase is received. The abstract phrase may include multiple variables. A text value for the variable is received. The text phrase of the abstract phrase is combined with the text value according to the particular position of the variable. An integration rule is applied at a boundary of the text phrase of the abstract phrase and the text value, where the integration rule is based on a language rule. The integration rule modifies a portion of the text phrase of the abstract phrase or a portion of the text value to produce an integrated phrase.","FACEBOOK, INC.",,"February 1, 2013",,"Facebook, Inc.",20130144608,Incorporation of Variables Into Textual Content,Application,https://patents.justia.com/patent/20130144608
2917,A communications system including one or more alert gates and an alert controller. Each alert gate is configured to detect a different type of alert feed corresponding to a particular kind of alert. The alert controller is connected to the alert gates and operable to receive detected alerts from the alert gates and to deliver the detected alerts to a user of the communications system.,"FACEBOOK, INC.",,"September 14, 2012",,Christopher Emery Austin-Lane,20130144938,STATE CHANGE ALERTS MECHANISM,Application,https://patents.justia.com/patent/20130144938
2918,A communications system including one or more alert gates and an alert controller. Each alert gate is configured to detect a different type of alert feed corresponding to a particular kind of alert. The alert controller is connected to the alert gates and operable to receive detected alerts from the alert gates and to deliver the detected alerts to a user of the communications system.,"FACEBOOK, INC.",,"September 14, 2012",,Christopher Emery Austin-Lane,20130144971,STATE CHANGE ALERTS MECHANISM,Application,https://patents.justia.com/patent/20130144971
2919,"Instant messaging (IM) entities may be invited to an electronic calendar event using an instant message. Selecting the IM entities as invitees to the event may include dragging and dropping names of the IM entities from a buddy list of an IM application to an event from an electronic calendar application, or vice versa. A method of inviting an entity to a calendar event includes providing a calendar event from a calendar application and recognizing, by the calendar application, an IM entity as an invitee to the event.","FACEBOOK, INC.",,"September 15, 2012",,Blake Groves,20130138748,BUDDY LIST- BASED CALENDARING,Application,https://patents.justia.com/patent/20130138748
2920,"Navigating on a display includes tracking motion of an input tool on a display, comparing a motion of the input tool to a threshold, and changing a position of the visible portion of a page of information on the display if the input tool motion exceeds the threshold. The position of the visible portion of the page of information on the display is constrained if the motion does not exceed the threshold.","FACEBOOK, INC.",,"December 28, 2012",,"Facebook, Inc.",20130139098,DISPLAY NAVIGATION USING NAVIGATION CONTROLS,Application,https://patents.justia.com/patent/20130139098
2921,Information may be presented to a user by using a first application to receive a character stream of one or more noncompletion characters. The noncompletion characters indicate that additional characters may be received. The character stream is exchanged with a host that analyzes the character stream to generate results that are responsive to the user's predicted interest. Results are received and displayed so that the user may select one of the results to launch a code segment related to the selected result.,"FACEBOOK, INC.",,"January 31, 2013",,"Facebook, Inc.",20130138634,INTELLIGENT COMMUNITY BASED RESULTS RELATED TO A CHARACTER STREAM,Application,https://patents.justia.com/patent/20130138634
2922,"Navigating on a display includes tracking motion of an input tool on a display, comparing a motion of the input tool to a threshold, and changing a position of the visible portion of a page of information on the display if the input tool motion exceeds the threshold. The position of the visible portion of the page of information on the display is constrained if the motion does not exceed the threshold.","FACEBOOK, INC.",,"December 31, 2012",,"Facebook, Inc.",20130139101,CONSTRAINED DISPLAY NAVIGATION,Application,https://patents.justia.com/patent/20130139101
2923,Information may be presented to a user by using a first application to receive a character stream of one or more noncompletion characters. The noncompletion characters indicate that additional characters may be received. The character stream is exchanged with a host that analyzes the character stream to generate results that are responsive to the user's predicted interest. Results are received and displayed so that the user may select one of the results to launch a code segment related to the selected result.,"FACEBOOK, INC.",,"January 28, 2013",,"FACEBOOK, INC.",20130138680,Intelligent results related to a portion of a search query,Application,https://patents.justia.com/patent/20130138680
2924,Information may be presented to a user by using a first application to receive a character stream of one or more noncompletion characters. The noncompletion characters indicate that additional characters may be received. The character stream is exchanged with a host that analyzes the character stream to generate results that are responsive to the user's predicted interest. Results are received and displayed so that the user may select one of the results to launch a code segment related to the selected result.,"FACEBOOK, INC.",,"January 16, 2013",,"Facebook, Inc.",20130132376,INTELLIGENT CLIENT CAPABILITY-BASED RESULTS RELATED TO A CHARACTER STREAM,Application,https://patents.justia.com/patent/20130132376
2925,A communications system including one or more alert gates and an alert controller. Each alert gate is configured to detect a different type of alert feed corresponding to a particular kind of alert. The alert controller is connected to the alert gates and operable to receive detected alerts from the alert gates and to deliver the detected alerts to a user of the communications system.,"FACEBOOK, INC.",,"December 21, 2012",,"Facebook, Inc.",20130132482,STATE CHANGE ALERTS MECHANISM,Application,https://patents.justia.com/patent/20130132482
2926,"A system and method for electronic wallet conversion allows conversion of a basic electronic wallet to a more flexible wallet account, providing additional services and requiring additional authentication. The basic accountholder eventually requires the additional services provided by the more flexible wallet, typically editing rights and making purchases at sites requiring authentication beyond the basic level. To convert the account, the account holder is presented with a one-time challenge and response mechanism that requires the accountholder to summon information that only the account holder would know. If a successful match is made, the account is converted to the more flexible account for all time. The accountholder replaces the one-time challenge and response with a second-level password that grants the accountholder ongoing access to more sensitive wallet features, such as the ability to purchase at sites requiring a second-level password, and editing rights to the information stored in the wallet.","FACEBOOK, INC.",,"September 15, 2012",,"Benjamin Quigley, Robert Sandler, Fletcher Jones, Rajesh Mahajan, Prakash Muppirala, David Lowe, Laura Price, Seth Goldstein, Venkatesh Subramanya, Jai Rawat",20130124407,System and Method for Electronic Wallet Conversion,Application,https://patents.justia.com/patent/20130124407
2927,"Navigating on a display includes tracking motion of an input tool on a display, comparing a motion of the input tool to a threshold, and changing a position of the visible portion of a page of information on the display if the input tool motion exceeds the threshold. The position of the visible portion of the page of information on the display is constrained if the motion does not exceed the threshold.","FACEBOOK, INC.",,"December 31, 2012",,"Facebook, Inc.",20130120301,DISPLAY NAVIGATION,Application,https://patents.justia.com/patent/20130120301
2928,"An electronic message may be reconfigured to effect an enhanced notification using an input interface to receive at least one electronic message created by or on behalf of a message source for delivery to an intended recipient. A matching engine determines whether the electronic message corresponds to a predetermined definition of an enhanced notification. An enhancement engine reconfigures the electronic message to the enhanced notification if stored information related to the intended recipient indicates that the intended recipient is subscribed to receive the enhanced notification. Reconfiguring the electronic message may include reconfiguring the message to provide special handling, routing or presentation.","FACEBOOK, INC.",,"December 31, 2012",,"FACEBOOK, INC.",20130125138,SYSTEMS AND METHODS FOR NOTIFICATION MANAGEMENT AND DELIVERY,Application,https://patents.justia.com/patent/20130125138
2929,"Navigating on a display includes tracking motion of an input tool on a display, comparing a motion of the input tool to a threshold, and changing a position of the visible portion of a page of information on the display if the input tool motion exceeds the threshold. The position of the visible portion of the page of information on the display is constrained if the motion does not exceed the threshold.","FACEBOOK, INC.",,"December 31, 2012",,"Facebook, Inc.",20130120300,CONSTRAINED DISPLAY NAVIGATION,Application,https://patents.justia.com/patent/20130120300
2930,Information may be presented to a user by using a first application to receive a character stream of one or more noncompletion characters. The noncompletion characters indicate that additional characters may be received. The character stream is exchanged with a host that analyzes the character stream to generate results that are responsive to the user's predicted interest. Results are received and displayed so that the user may select one of the results to launch a code segment related to the selected result.,"FACEBOOK, INC.",,"January 4, 2013",,"Facebook, Inc.",20130124506,HOST-BASED INTELLIGENT RESULTS RELATED TO A CHARACTER STREAM,Application,https://patents.justia.com/patent/20130124506
2931,"Informing a user of a large scale network dynamically of other network users includes determining dynamically an online context of the user. Other users presently within the online context of the user are identified and trait information is stored that is related essentially only to the user or to the other users in a users store associated with the online context. The user is informed dynamically of the other users based on the stored trait information, such as, for example, an age or other demographic identifier, or information indicative of an expertise, interest, preference, user type and/or other quality of the user or of the other individual.","FACEBOOK, INC.",,"September 13, 2012",,"Barry Appelman, Andrew Ivar Erickson, Thomas Jarmolowski, Robert Eugene Weltman, Joseph Paul Buonviri",20130124629,DYNAMIC IDENTIFICATION OF OTHER USERS TO AN ONLINE USER,Application,https://patents.justia.com/patent/20130124629
2932,"A system and method for electronic wallet conversion allows conversion of a basic electronic wallet to a more flexible wallet account, providing additional services and requiring additional authentication. The basic accountholder eventually requires the additional services provided by the more flexible wallet, typically editing rights and making purchases at sites requiring authentication beyond the basic level. To convert the account, the account holder is presented with a one-time challenge and response mechanism that requires the accountholder to summon information that only the account holder would know. If a successful match is made, the account is converted to the more flexible account for all time. The accountholder replaces the one-time challenge and response with a second-level password that grants the accountholder ongoing access to more sensitive wallet features, such as the ability to purchase at sites requiring a second-level password, and editing rights to the information stored in the wallet.","FACEBOOK, INC.",,"September 15, 2012",,"Benjamin Quigley, Robert Sandler, Fletcher Jones, Rajesh Mahajan, Prakash Muppirala, David Lowe, Laura Price, Seth Goldstein, Venkatesh Subramanya, Jai Rawat",20130124408,System and Method for Electronic Wallet Conversion,Application,https://patents.justia.com/patent/20130124408
2933,"Navigating on a display includes tracking motion of an input tool on a display, comparing a motion of the input tool to a threshold, and changing a position of the visible portion of a page of information on the display if the input tool motion exceeds the threshold. The position of the visible portion of the page of information on the display is constrained if the motion does not exceed the threshold.","FACEBOOK, INC.",,"December 31, 2012",,"Facebook, Inc.",20130120299,DISPLAY NAVIGATION,Application,https://patents.justia.com/patent/20130120299
2934,"Navigating on a display includes tracking motion of an input tool on a display, comparing a motion of the input tool to a threshold, and changing a position of the visible portion of a page of information on the display if the input tool motion exceeds the threshold. The position of the visible portion of the page of information on the display is constrained if the motion does not exceed the threshold.","FACEBOOK, INC.",,"December 28, 2012",,"Facebook, Inc.",20130113745,Aligned display navigation,Application,https://patents.justia.com/patent/20130113745
2935,"An electronic message may be reconfigured to effect an enhanced notification using an input interface to receive at least one electronic message created by or on behalf of a message source for delivery to an intended recipient. A matching engine determines whether the electronic message corresponds to a predetermined definition of an enhanced notification. An enhancement engine reconfigures the electronic message to the enhanced notification if stored information related to the intended recipient indicates that the intended recipient is subscribed to receive the enhanced notification. Reconfiguring the electronic message may include reconfiguring the message to provide special handling, routing or presentation.","FACEBOOK, INC.",,"December 28, 2012",,"Facebook, Inc.",20130117399,RECONFIGURING AN ELECTRONIC MESSAGE TO EFFECT AN ENHANCED NOTIFICATION,Application,https://patents.justia.com/patent/20130117399
2936,"Informing a user of a large scale network dynamically of other network users includes determining dynamically an online context of the user. Other users presently within the online context of the user are identified and trait information is stored that is related essentially only to the user or to the other users in a users store associated with the online context. The user is informed dynamically of the other users based on the stored trait information, such as, for example, an age or other demographic identifier, or information indicative of an expertise, interest, preference, user type and/or other quality of the user or of the other individual.","FACEBOOK, INC.",,"September 13, 2012",,"Barry Appelman, Andrew Ivar Erickson, Thomas Jarmolowski, Robert Eugene Weltman, Joseph Paul Buonviri",20130117369,DYNAMIC IDENTIFICATION OF OTHER USERS TO AN ONLINE USER,Application,https://patents.justia.com/patent/20130117369
2937,"A real time notification system that tracks, for each user, the logon status of selected co-users of an on-line or network system and displays that information in real time to the tracking user in a unique graphical interface. The invention provides user definable on-line co-user lists, or “buddy lists”, that track specific co-users in real-time automatically. A user can create many separate buddy lists of co-users, either with intersecting or disjoint lists of users, and label these buddy lists according to the user's preference. The user can update a buddy list or create new buddy lists whenever necessary. When a user logs on to a system, the user's set of buddy lists is presented to the buddy list system. The buddy list system attempts to match co-users currently logged into the system with the entries on the user's buddy list. Any matches are displayed to the user. As co-users logon and loge, a user's buddy list is updated to reflect these changes.","FACEBOOK, INC.",,"December 19, 2012",,"Facebook, Inc.",20130117690,Managing user definable co-user lists,Application,https://patents.justia.com/patent/20130117690
2938,"Navigating on a display includes tracking motion of an input tool on a display, comparing a motion of the input tool to a threshold, and changing a position of the visible portion of a page of information on the display if the input tool motion exceeds the threshold. The position of the visible portion of the page of information on the display is constrained if the motion does not exceed the threshold.","FACEBOOK, INC.",,"December 31, 2012",,"Facebook, Inc.",20130113746,ANIMATED DISPLAY NAVIGATION,Application,https://patents.justia.com/patent/20130113746
2939,"A real time notification system that tracks, for each user, the logon status of selected co-users of an on-line or network system and displays that information in real time to the tracking user in a unique graphical interface. The invention provides user definable on-line co-user lists, or “buddy lists”, that track specific co-users in real-time automatically. A user can create many separate buddy lists of co-users, either with intersecting or disjoint lists of users, and label these buddy lists according to the user's preference. The user can update a buddy list or create new buddy lists whenever necessary. When a user logs on to a system, the user's set of buddy lists is presented to the buddy list system. The buddy list system attempts to match co-users currently logged into the system with the entries on the user's buddy list. Any matches are displayed to the user. As co-users logon and loge, a user's buddy list is updated to reflect these changes.","FACEBOOK, INC.",,"December 19, 2012",,"FACEBOOK, INC.",20130111608,Preventing messaging of co-users on user definable co-user lists,Application,https://patents.justia.com/patent/20130111608
2940,"A method and search engine for classifying a source publishing a document on a portion of a network, includes steps of electronically receiving a document, based on the document, determining a source which published the document, and assigning a code to the document based on whether data associated with the document published by the source matches with data contained in a database. An intelligent geographic- and business topic-specific resource discovery system facilitates local commerce on the World-Wide Web and also reduces search time by accurately isolating information for end-users. Distinguishing and classifying business pages on the Web by business categories using Standard Industrial Classification (SIC) codes is achieved through an automatic iterative process.","FACEBOOK, INC.",,"December 21, 2012",,"FACEBOOK, INC.",20130110817,SYSTEM AND METHOD FOR GEOGRAPHICALLY ORGANIZING AND CLASSIFYING BUSINESSES ON THE WORLD-WIDE WEB,Application,https://patents.justia.com/patent/20130110817
2941,"A real time notification system that tracks, for each user, the logon status of selected co-users of an on-line or network system and displays that information in real time to the tracking user in a unique graphical interface. The invention provides user definable on-line co-user lists, or “buddy lists”, that track specific co-users in real-time automatically. A user can create many separate buddy lists of co-users, either with intersecting or disjoint lists of users, and label these buddy lists according to the user's preference. The user can update a buddy list or create new buddy lists whenever necessary. When a user logs on to a system, the user's set of buddy lists is presented to the buddy list system. The buddy list system attempts to match co-users currently logged into the system with the entries on the user's buddy list. Any matches are displayed to the user. As co-users logon and logoff, a user's buddy list is updated to reflect these changes.","FACEBOOK, INC.",,"December 18, 2012",,"FACEBOOK, INC.",20130110933,USER DEFINABLE ON-LINE CO-USER LISTS,Application,https://patents.justia.com/patent/20130110933
2942,"A real time notification system that tracks, for each user, the logon status of selected co-users of an on-line or network system and displays that information in real time to the tracking user in a unique graphical interface. The invention provides user definable on-line co-user lists, or “buddy lists”, that track specific co-users in real-time automatically. A user can create many separate buddy lists of co-users, either with intersecting or disjoint lists of users, and label these buddy lists according to the user's preference. The user can update a buddy list or create new buddy lists whenever necessary. When a user to logs on to a system, the user's set of buddy lists is presented to the buddy list system. The buddy list system attempts to match co-users currently logged into the system with the entries on the user's buddy list. Any matches are displayed to the user. As co-users logon and logoff, a user's buddy list is updated to reflect these changes.","FACEBOOK, INC.",,"December 19, 2012",,"Facebook, Inc.",20130110858,ADDING CO-USERS TO USER DEFINABLE CO-USER LISTS,Application,https://patents.justia.com/patent/20130110858
2943,"A user interface including one or more references to content is customized. Several user profiles are provided from which a user may be associated. Each user profile includes user profile information. The user profile associated with a user to whom a user interface will be provided is accessed. A user interface is configured for the user, based at least in part upon the user profile accessed as being associated with the user. Access to content is enabled based on user manipulation of the configured user interface.","FACEBOOK, INC.",,"September 13, 2012",,"Jeffrey David Kimball, John Thurston Wassom, JR., Christina Ann Rank Dolan",20130097537,CUSTOMIZED USER INTERFACE FOR SUBORDINATE USERS,Application,https://patents.justia.com/patent/20130097537
2944,"Implementing an electronic calendar can include accessing a first electronic calendar owned by a first party, accessing a second electronic calendar owned by a second party, and presenting a view that combines at least one existing entry from within each of the first and second electronic calendars. Source information for each of the first and second electronic calendars may be electronically maintained. The combined view may be updated electronically to reflect a change to at least one of the existing entries from within at least one of the first and second electronic calendars. Electronic calendars may be accessed and overlaid without importing events, thus enabling simple updating. Event information may be imported and source or other attributes may be associated with imported information to enable updating and other sorting functions.","FACEBOOK, INC.",,"September 15, 2012",,Larry L. Lu,20130097530,CALENDAR OVERLAYS,Application,https://patents.justia.com/patent/20130097530
2945,"A user interface including one or more references to content is customized. Several user profiles are provided from which a user may be associated. Each user profile includes user profile information. The user profile associated with a user to whom a user interface will be provided is accessed. A user interface is configured for the user, based at least in part upon the user profile accessed as being associated with the user. Access to content is enabled based on user manipulation of the configured user interface.","FACEBOOK, INC.",,"September 13, 2012",,"Jeffrey David Kimball, John Thurston Wassom, JR., Christina Ann Rank Dolan",20130097536,CUSTOMIZING USER INTERFACES,Application,https://patents.justia.com/patent/20130097536
2946,"An electronic message may be reconfigured to effect an enhanced notification using an input interface to receive at least one electronic message created by or on behalf of a message source for delivery to an intended recipient. A matching engine determines whether the electronic message corresponds to a predetermined definition of an enhanced notification. An enhancement engine reconfigures the electronic message to the enhanced notification if stored information related to the intended recipient indicates that the intended recipient is subscribed to receive the enhanced notification. Reconfiguring the electronic message may include reconfiguring the message to provide special handling, routing or presentation.","FACEBOOK, INC.",,"September 14, 2012",,"Barry Appelman, Muhammad Mohsin Hussain",20130097255,TIME BASED ELECTRONIC MESSAGE DELIVERY,Application,https://patents.justia.com/patent/20130097255
2947,"This invention concerns optimal ad selection for Web pages by selecting and updating an attribute set, obtaining and updating an ad-attribute profile, and optimally choosing the next ad. The present invention associates a set of attributes with each customer. The attributes reflect the customers' interests and they incorporate the characteristics that impact ad selection. Similarly, the present invention associates with each ad an ad-attribute profile in order to calculate a customer's estimated ad selection probability and measure the uncertainty in that estimate. An ad selection algorithm optimally selects which ad to show based on the click probability estimates and the uncertainties regarding these estimates.","FACEBOOK, INC.",,"December 4, 2012",,"FACEBOOK, INC.",20130097019,FILTERING PLACEMENT OF ADVERTISEMENTS,Application,https://patents.justia.com/patent/20130097019
