title,year,type,abstract,main_class,sub_class,third_class
CALENDAR OVERLAY UPDATES,2012-01-01,Application,"Implementing an electronic calendar can include accessing a first electronic calendar owned by a first party, accessing a second electronic calendar owned by a second party, and presenting a view that combines at least one existing entry from within each of the first and second electronic calendars. Source information for each of the first and second electronic calendars may be electronically maintained. The combined view may be updated electronically to reflect a change to at least one of the existing entries from within at least one of the first and second electronic calendars. Electronic calendars may be accessed and overlaid without importing events, thus enabling simple updating. Event information may be imported and source or other attributes may be associated with imported information to enable updating and other sorting functions.",PHYSICS,COMPUTING; CALCULATING; COUNTING,ELECTRIC DIGITAL DATA PROCESSING
CALENDAR OVERLAY NOTICES,2012-01-01,Application,"Implementing an electronic calendar can include accessing a first electronic calendar owned by a first party, accessing a second electronic calendar owned by a second party, and presenting a view that combines at least one existing entry from within each of the first and second electronic calendars. Source information for each of the first and second electronic calendars may be electronically maintained. The combined view may be updated electronically to reflect a change to at least one of the existing entries from within at least one of the first and second electronic calendars. Electronic calendars may be accessed and overlaid without importing events, thus enabling simple updating. Event information may be imported and source or other attributes may be associated with imported information to enable updating and other sorting functions.",PHYSICS,COMPUTING; CALCULATING; COUNTING,ELECTRIC DIGITAL DATA PROCESSING
ELECTRONIC MESSAGE DELIVERY BASED ON PRESENCE NOTIFICATION,2012-01-01,Application,"An electronic message may be reconfigured to effect an enhanced notification using an input interface to receive at least one electronic message created by or on behalf of a message source for delivery to an intended recipient. A matching engine determines whether the electronic message corresponds to a predetermined definition of an enhanced notification. An enhancement engine reconfigures the electronic message to the enhanced notification if stored information related to the intended recipient indicates that the intended recipient is subscribed to receive the enhanced notification. Reconfiguring the electronic message may include reconfiguring the message to provide special handling, routing or presentation.",ELECTRICITY,ELECTRIC COMMUNICATION TECHNIQUE,"TRANSMISSION OF DIGITAL INFORMATION, e.g. TELEGRAPHIC COMMUNICATION"
AD PLACEMENT,2012-01-01,Application,"This invention concerns optimal ad selection for Web pages by selecting and updating an attribute set, obtaining and updating an ad-attribute profile, and optimally choosing the next ad. The present invention associates a set of attributes with each customer. The attributes reflect the customers' interests and they incorporate the characteristics that impact ad selection. Similarly, the present invention associates with each ad an ad-attribute profile in order to calculate a customer's estimated ad selection probability and measure the uncertainty in that estimate. An ad selection algorithm optimally selects which ad to show based on the click probability estimates and the uncertainties regarding these estimates.",PHYSICS,COMPUTING; CALCULATING; COUNTING,"DATA PROCESSING SYSTEMS OR METHODS, SPECIALLY ADAPTED FOR ADMINISTRATIVE, COMMERCIAL, FINANCIAL, MANAGERIAL, SUPERVISORY OR FORECASTING PURPOSES; SYSTEMS OR METHODS SPECIALLY ADAPTED FOR ADMINISTRATIVE, COMMERCIAL, FINANCIAL, MANAGERIAL, SUPERVISORY OR FORECASTING PURPOSES, NOT OTHERWISE PROVIDED FOR"
AD PLACEMENT,2012-01-01,Application,"This invention concerns optimal ad selection for Web pages by selecting and updating an attribute set, obtaining and updating an ad-attribute profile, and optimally choosing the next ad. The present invention associates a set of attributes with each customer. The attributes reflect the customers' interests and they incorporate the characteristics that impact ad selection. Similarly, the present invention associates with each ad an ad-attribute profile in order to calculate a customer's estimated ad selection probability and measure the uncertainty in that estimate. An ad selection algorithm optimally selects which ad to show based on the click probability estimates and the uncertainties regarding these estimates.",PHYSICS,COMPUTING; CALCULATING; COUNTING,"DATA PROCESSING SYSTEMS OR METHODS, SPECIALLY ADAPTED FOR ADMINISTRATIVE, COMMERCIAL, FINANCIAL, MANAGERIAL, SUPERVISORY OR FORECASTING PURPOSES; SYSTEMS OR METHODS SPECIALLY ADAPTED FOR ADMINISTRATIVE, COMMERCIAL, FINANCIAL, MANAGERIAL, SUPERVISORY OR FORECASTING PURPOSES, NOT OTHERWISE PROVIDED FOR"
Automatically Locating Users in Proximity to a User of a Social Networking System,2012-01-01,Application,"Systems and methods for automatically locating web-based social network members are provided. According to one embodiment, contact content including an associated GPS identifier and status for web-based social network members located at or near the same location automatically appears on a GPS-enabled device. A further exemplary system includes a GPS-enabled device configured to receive a GPS identifier and a status representing a location and a current state for a web-based social network member, a processing module that associates the received GPS-identifier and the received status, and a communications module that sends the associated GPS-identifier and status to a server comprising a web-based social network database. Contact content in a web-based social network database record in the web-based social network database is updated to include the associated GPS identifier and status for the web-based social network member.",ELECTRICITY,ELECTRIC COMMUNICATION TECHNIQUE,"TRANSMISSION OF DIGITAL INFORMATION, e.g. TELEGRAPHIC COMMUNICATION"
AD PLACEMENT,2012-01-01,Application,"This invention concerns optimal ad selection for Web pages by selecting and updating an attribute set, obtaining and updating an ad-attribute profile, and optimally choosing the next ad. The present invention associates a set of attributes with each customer. The attributes reflect the customers' interests and they incorporate the characteristics that impact ad selection. Similarly, the present invention associates with each ad an ad-attribute profile in order to calculate a customer's estimated ad selection probability and measure the uncertainty in that estimate. An ad selection algorithm optimally selects which ad to show based on the click probability estimates and the uncertainties regarding these estimates.",PHYSICS,COMPUTING; CALCULATING; COUNTING,"DATA PROCESSING SYSTEMS OR METHODS, SPECIALLY ADAPTED FOR ADMINISTRATIVE, COMMERCIAL, FINANCIAL, MANAGERIAL, SUPERVISORY OR FORECASTING PURPOSES; SYSTEMS OR METHODS SPECIALLY ADAPTED FOR ADMINISTRATIVE, COMMERCIAL, FINANCIAL, MANAGERIAL, SUPERVISORY OR FORECASTING PURPOSES, NOT OTHERWISE PROVIDED FOR"
SYSTEMS AND METHODS FOR RECONFIGURING ELECTRONIC MESSAGES,2012-01-01,Application,"An electronic message may be reconfigured to effect an enhanced notification using an input interface to receive at least one electronic message created by or on behalf of a message source for delivery to an intended recipient. A matching engine determines whether the electronic message corresponds to a predetermined definition of an enhanced notification. An enhancement engine reconfigures the electronic message to the enhanced notification if stored information related to the intended recipient indicates that the intended recipient is subscribed to receive the enhanced notification. Reconfiguring the electronic message may include reconfiguring the message to provide special handling, routing or presentation.",ELECTRICITY,ELECTRIC COMMUNICATION TECHNIQUE,"TRANSMISSION OF DIGITAL INFORMATION, e.g. TELEGRAPHIC COMMUNICATION"
PREVENTING CO-USER ADDITION TO USER DEFINABLE CO-USER LISTS,2012-01-01,Application,"Systems and methods are disclosed for tracking and displaying the logon status of selected co-users of an on-line or network system in real time to a tracking user in a unique graphical interface. The invention provides user definable on-line co-user lists, or “buddy lists,” which track specific co-users in real-time automatically. When a user logs on to a system, one or more of the user's buddy lists are presented to the buddy list system. The buddy list system attempts to match co-users currently logged into the system with the entries on the user's buddy list. Any matches are displayed to the user. As co-users logon and logoff, a user's buddy list is updated to reflect these changes. An indication can also be added to show that a co-user just logged on or just left the system.",ELECTRICITY,ELECTRIC COMMUNICATION TECHNIQUE,"TRANSMISSION OF DIGITAL INFORMATION, e.g. TELEGRAPHIC COMMUNICATION"
USER DEFINABLE CO-USER LISTS,2012-01-01,Application,"Systems and methods are disclosed for tracking and displaying the logon status of selected co-users of an on-line or network system in real time to a tracking user in a unique graphical interface. The invention provides user definable on-line co-user lists, or “buddy lists,” which track specific co-users in real-time automatically. When a user logs on to a system, one or more of the user's buddy lists are presented to the buddy list system. The buddy list system attempts to match co-users currently logged into the system with the entries on the user's buddy list. Any matches are displayed to the user. As co-users logon and logoff, a user's buddy list is updated to reflect these changes. An indication can also be added to show that a co-user just logged on or just left the system.",PHYSICS,COMPUTING; CALCULATING; COUNTING,ELECTRIC DIGITAL DATA PROCESSING
Processing messages based on a destination device,2012-01-01,Application,"A computer program product for instant message communication in a wireless and non-wireless environment. A message is sent from a mobile unit device over a wireless communication network. The message includes a destination address, information associated with the mobile unit device's user, message content and message address. If, according to information previously stored for the mobile unit device's user at the instant message system, the destination address is associated with an instant message function, the associated instant message function is executed at the instant message system using the information contained in the message content, if required as determined by the associated instant message function. If, according to information previously stored for the mobile unit device's user, the destination address is associated with an instant message name, an instant message is created according to the message content and is sent to the user with the associated instant message name.",ELECTRICITY,ELECTRIC COMMUNICATION TECHNIQUE,"TRANSMISSION OF DIGITAL INFORMATION, e.g. TELEGRAPHIC COMMUNICATION"
USER DEFINABLE CO-USER LISTS WITH STATUS INDICATORS,2012-01-01,Application,"Systems and methods are disclosed for tracking and displaying the logon status of selected co-users of an on-line or network system in real time to a tracking user in a unique graphical interface. The invention provides user definable on-line co-user lists, or “buddy lists,” which track specific co-users in real-time automatically. When a user logs on to a system, one or more of the user's buddy lists are presented to the buddy list system. The buddy list system attempts to match co-users currently logged into the system with the entries on the user's buddy list. Any matches are displayed to the user. As co-users logon and logoff, a user's buddy list is updated to reflect these changes. An indication can also be added to show that a co-user just logged on or just left the system.",ELECTRICITY,ELECTRIC COMMUNICATION TECHNIQUE,"TRANSMISSION OF DIGITAL INFORMATION, e.g. TELEGRAPHIC COMMUNICATION"
Mobile device based messaging,2012-01-01,Application,"A computer program product for instant message communication in a wireless and non-wireless environment. A message is sent from a mobile unit device over a wireless communication network. The message includes a destination address, information associated with the mobile unit device's user, message content and message address. If, according to information previously stored for the mobile unit device's user at the instant message system, the destination address is associated with an instant message function, the associated instant message function is executed at the instant message system using the information contained in the message content, if required as determined by the associated instant message function. If, according to information previously stored for the mobile unit device's user, the destination address is associated with an instant message name, an instant message is created according to the message content and is sent to the user with the associated instant message name.",ELECTRICITY,ELECTRIC COMMUNICATION TECHNIQUE,"TRANSMISSION OF DIGITAL INFORMATION, e.g. TELEGRAPHIC COMMUNICATION"
PROVIDING USER METRICS FOR AN UNKNOWN DIMENSION TO AN EXTERNAL SYSTEM,2012-01-01,Application,"A social networking system may provide user metrics for unknown dimensions to an external system using received hash codes from user devices performing actions on the external system. Embodiments of the invention receive hash codes generated by external systems that are embedded in redirect Uniform Resource Locators (URLs) that are executed by user devices. The social networking system may match the received hash codes to identifying information about users, e.g., user identifiers. The user profile information may be reported to external systems based on hash codes in an aggregated format without disclosing identifying information about users. In one embodiment, a hash code may include identifying information of an administrator of an external system to enable the administrator to merge information about users of the social networking system with other unknown dimensions of information about the users that is known by the external system.",ELECTRICITY,ELECTRIC COMMUNICATION TECHNIQUE,"TRANSMISSION OF DIGITAL INFORMATION, e.g. TELEGRAPHIC COMMUNICATION"
SYSTEMS AND METHODS FOR SORTING SEARCH RESULTS,2012-01-01,Application,"A computer-implemented method is provided for ranking files from an Internet search. In one embodiment, the method comprises assigning a score to each file based on at least one of the following factors: recency, editorial popularity, clickthru popularity, favorites metadata, or favorites collaborative filtering. The file may be organized based on the assigned scores to provide users with more accurate search results.",PHYSICS,COMPUTING; CALCULATING; COUNTING,ELECTRIC DIGITAL DATA PROCESSING
Displaying Content From Multiple Users,2012-01-01,Application,"A system and method are disclosed for integrating an on-line service community with a foreign service such as the Internet World Wide Web. To take advantage of the present invention, on-line service subscribers access a membership module to complete a membership process in which they join communities each of which represents a specific area of interest. The present invention operates as an extension to a user's preferred Web browser and is manifested as a toolbar comprised of control buttons and a viewer on a computer user's screen. By interacting with the control buttons of the toolbar and the menus of the viewer, on-line service content is delivered to the user in response to the URLs specified by the user as he or she browses the Web. In addition, control buttons on the toolbar present opportunities for interacting with other community members.",PHYSICS,COMPUTING; CALCULATING; COUNTING,ELECTRIC DIGITAL DATA PROCESSING
SHARING ON-LINE MEDIA EXPERIENCES,2012-01-01,Application,"A lead user may share an on-line media content experience with one or more followers by identifying content of interest being experienced on the lead user system, identifying one or more followers with whom to share the content of interest, inviting the followers to experience the content of interest, and enabling the followers to access the content of interest.",ELECTRICITY,ELECTRIC COMMUNICATION TECHNIQUE,"TRANSMISSION OF DIGITAL INFORMATION, e.g. TELEGRAPHIC COMMUNICATION"
METHOD AND SYSTEM FOR MANAGING DIGITAL SHEETS,2012-01-01,Application,"The claimed invention enables digital asset management that is responsive to a user's interactions with digital assets. Based on the user's interaction, the invention generates a ranking of the digital assets that is intended to reflect the value of the digital assets to the user. The ranking is based in part on the access frequency and recency, and the number and types of uses of the digital assets. An access hierarchy is derived from the ranking that stores the digital assets so that the higher ranked digital assets are more easily accessed than the lower ranked digital assets.",PHYSICS,COMPUTING; CALCULATING; COUNTING,ELECTRIC DIGITAL DATA PROCESSING
DIGITAL ASSET HOSTING AND DISTRIBUTION,2012-01-01,Application,"A first collection of content that includes digital assets is maintained on a host computer. Based on a determination that a portable media device becomes connected to a client computer that is separate from the host computer and that interacts with the host computer, initiation of a synchronization of the first collection of content resident on the host computer with a second collection of content on the portable media device is automatically triggered. The synchronization of the first collection with the second collection includes a transfer of at least one of the digital assets from the host computer to the client computer to the portable media device and is triggered and conditioned upon the determination that the portable media device has become connected to the client computer.",PHYSICS,COMPUTING; CALCULATING; COUNTING,ELECTRIC DIGITAL DATA PROCESSING
ADDING A CONTACT TO A CONTACT LIST ON A MOBILE DEVICE,2012-01-01,Application,"A computer program product for instant message communication in a wireless and non-wireless environment. A message is sent from a mobile unit device over a wireless communication network. The message includes a destination address, information associated with the mobile unit device's user, message content and message address. If, according to information previously stored for the mobile unit device's user at the instant message system, the destination address is associated with an instant message function, the associated instant message function is executed at the instant message system using the information contained in the message content, if required as determined by the associated instant message function. If, according to information previously stored for the mobile unit device's user, the destination address is associated with an instant message name, an instant message is created according to the message content and is sent to the user with the associated instant message name.",ELECTRICITY,ELECTRIC COMMUNICATION TECHNIQUE,"TRANSMISSION OF DIGITAL INFORMATION, e.g. TELEGRAPHIC COMMUNICATION"
SHARING ON-LINE MEDIA EXPERIENCES,2012-01-01,Application,"A lead user may share an on-line media content experience with one or more followers by identifying content of interest being experienced on the lead user system, identifying one or more followers with whom to share the content of interest, inviting the followers to experience the content of interest, and enabling the followers to access the content of interest.",ELECTRICITY,ELECTRIC COMMUNICATION TECHNIQUE,"TRANSMISSION OF DIGITAL INFORMATION, e.g. TELEGRAPHIC COMMUNICATION"
HOST-BASED INTELLIGENT RESULTS RELATED TO A CHARACTER STREAM,2012-01-01,Application,Information may be presented to a user by using a first application to receive a character stream of one or more noncompletion characters. The noncompletion characters indicate that additional characters may be received. The character stream is exchanged with a host that analyzes the character stream to generate results that are responsive to the user's predicted interest. Results are received and displayed so that the user may select one of the results to launch a code segment related to the selected result.,PHYSICS,COMPUTING; CALCULATING; COUNTING,ELECTRIC DIGITAL DATA PROCESSING
CONSTRAINING DISPLAY MOTION IN DISPLAY NAVIGATION,2012-01-01,Application,"Navigating on a display includes tracking motion of an input tool on a display, comparing a motion of the input tool to a threshold, and changing a position of the visible portion of a page of information on the display if the input tool motion exceeds the threshold. The position of the visible portion of the page of information on the display is constrained if the motion does not exceed the threshold.",PHYSICS,EDUCATION; CRYPTOGRAPHY; DISPLAY; ADVERTISING; SEALS,ARRANGEMENTS OR CIRCUITS FOR CONTROL OF INDICATING DEVICES USING STATIC MEANS TO PRESENT VARIABLE INFORMATION
VOICE INSTANT MESSAGING,2012-01-01,Application,"Systems and techniques for transferring electronic data include enabling instant messaging communication between a sender an at least one recipient through an instant messaging host. In addition, voice communication is enabled between the sender and the recipient through the instant messaging host.",ELECTRICITY,ELECTRIC COMMUNICATION TECHNIQUE,"TRANSMISSION OF DIGITAL INFORMATION, e.g. TELEGRAPHIC COMMUNICATION"
PRESENTING A RECIPIENT OF AN E-MAIL WITH AN OPTION TO INSTANT MESSAGE A SENDER OR ANOTHER RECIPIENT BASED ON THE SENDER'S OR THE OTHER RECIPIENT'S ADDRESS AND ONLINE STATUS,2012-01-01,Application,Systems and techniques for transferring electronic data between users of a communications system include a host system structured and arranged to receive and deliver messages of various types between users of the communications system. The host system includes an instant messaging network; a mail gateway; and a configuring network in communication with both the instant messaging network and the mail gateway. The instant messaging network enables instant messaging communication between users of the communications system and has the capability to monitor whether a certain user is capable of receiving an instant message at a particular moment. The mail gateway receives and delivers e-mail messages to users of the communications system. The configuring network is dedicated to automatically configuring instant messaging communication between an intended recipient of an e-mail message and the sender of the e-mail message.,ELECTRICITY,ELECTRIC COMMUNICATION TECHNIQUE,"TRANSMISSION OF DIGITAL INFORMATION, e.g. TELEGRAPHIC COMMUNICATION"
ELECTRONIC MESSAGE FORWARDING,2012-01-01,Application,"The invention provides a method of transmitting electronic messages in a computer environment. The preferred embodiment receives an electronic message addressed to a telephone number and determines an instant message identifier associated with the telephone number. In response to the determination that an instant message identifier associates with the telephone number, it is further determined whether an instant message receiver is available to receive messages addressed to the instant message identifier. In response to a determination that an instant message receiver is available to receive instant messages addressed to the instant message identifier, the electronic message is forwarded as an instant message addressed to the instant message identifier. In response to a determination that no instant message receiver is available to receive instant messages addressed to the instant message identifier, the electronic message is sent to a mobile device at the telephone number.",ELECTRICITY,ELECTRIC COMMUNICATION TECHNIQUE,"TRANSMISSION OF DIGITAL INFORMATION, e.g. TELEGRAPHIC COMMUNICATION"
SECURE DATA EXCHANGE BETWEEN DATA PROCESSING SYSTEMS,2012-01-01,Application,"A data transfer method performed at a proxy server includes intercepting a data request from a client computer that is directed to a target server, encrypting profile information, augmenting the data request by adding the encrypted profile information to the data request, and sending the augmented data request to the target server. A data transfer method that is performed at an information server includes receiving a data request from a proxy server, extracting profile information added to the data request by the proxy server, using the extracted profile information to generate a response, and sending the response to the proxy server.",ELECTRICITY,ELECTRIC COMMUNICATION TECHNIQUE,"TRANSMISSION OF DIGITAL INFORMATION, e.g. TELEGRAPHIC COMMUNICATION"
FACILITATING COMMUNICATIONS BETWEEN COMPUTER USERS ACROSS A NETWORK,2012-01-01,Application,"A stand-alone icon (i.e., an icon that is not part of an application interface) is provided to facilitate communications across a network between users of at least one communications program. The icon represents a contact or a set of contacts. Status information regarding the contact or set of contacts is received and displayed using the icon or in response to an operation performed on the icon. The icon additionally may provide an interface for performing actions related to the contact or set of contacts. The actions may generally include, for example, retrieving profile information about the contact, setting an alert to indicate that the contact's network/login status (e.g., login, logout, or idle) has changed, or performing communications with the contact.",ELECTRICITY,ELECTRIC COMMUNICATION TECHNIQUE,"TRANSMISSION OF DIGITAL INFORMATION, e.g. TELEGRAPHIC COMMUNICATION"
ELECTRONIC MESSAGE FORWARDING,2012-01-01,Application,"The invention provides a method of transmitting electronic messages in a computer environment. The preferred embodiment receives an electronic message addressed to a telephone number and determines an instant message identifier associated with the telephone number. In response to the determination that an instant message identifier associates with the telephone number, it is further determined whether an instant message receiver is available to receive messages addressed to the instant message identifier. In response to a determination that an instant message receiver is available to receive instant messages addressed to the instant message identifier, the electronic message is forwarded as an instant message addressed to the instant message identifier. In response to a determination that no instant message receiver is available to receive instant messages addressed to the instant message identifier, the electronic message is sent to a mobile device at the telephone number.",ELECTRICITY,ELECTRIC COMMUNICATION TECHNIQUE,"TRANSMISSION OF DIGITAL INFORMATION, e.g. TELEGRAPHIC COMMUNICATION"
PROVIDING SUPPLEMENTAL CONTACT INFORMATION CORRESPONDING TO A REFERENCED INDIVIDUAL,2012-01-01,Application,"Providing supplemental contact information for an individual referenced in an electronic message typically includes receiving an electronic message, examining the electronic message, detecting an identifier for a referenced individual contained in the electronic message, and making supplemental contact information for the referenced individual available to a recipient of the electronic message. The supplemental contact information may include information that is in addition to information contained in the electronic message. The supplemental contact information may include at least one of an e-mail address, a screen name, a telephone number, a facsimile number, and a mailing address, each of which is associated with the referenced individual.",ELECTRICITY,ELECTRIC COMMUNICATION TECHNIQUE,"TRANSMISSION OF DIGITAL INFORMATION, e.g. TELEGRAPHIC COMMUNICATION"
METHOD AND SYSTEM FOR MANAGING DIGITAL SHEETS,2012-01-01,Application,"The claimed invention enables digital asset management that is responsive to a user's interactions with digital assets. Based on the user's interaction, the invention generates a ranking of the digital assets that is intended to reflect the value of the digital assets to the user. The ranking is based in part on the access frequency and recency, and the number and types of uses of the digital assets. An access hierarchy is derived from the ranking that stores the digital assets so that the higher ranked digital assets are more easily accessed than the lower ranked digital assets.",PHYSICS,COMPUTING; CALCULATING; COUNTING,ELECTRIC DIGITAL DATA PROCESSING
DYNAMIC LOCATION OF A SUBORDINATE USER,2012-01-01,Application,"Providing location information to a supervisory user includes providing a parental control, using a computer automatically to determine a location of a subordinate user, and storing location information indicative of the location of the subordinate user in a database. A request of the supervisory user to locate the subordinate user is received and a user interface informs the supervisory user of the location of the subordinate user based on the stored location information. At least one of the storing and/or the informing are based on the parental control.",,PHYSICS,MEASURING; TESTING
Managing Instant Messages,2012-01-01,Application,"Managing instant messages may include receiving instant messages created by or on behalf of one or more message sources for delivery to an intended recipient. From among the received instant messages, qualifying instant messages may be identified that satisfy a capture rule, and two or more of the qualifying instant messages may be captured. The intended recipient may be informed of the captured instant messages unobtrusively, and also may be enabled to manage the captured instant messages.",PHYSICS,COMPUTING; CALCULATING; COUNTING,"DATA PROCESSING SYSTEMS OR METHODS, SPECIALLY ADAPTED FOR ADMINISTRATIVE, COMMERCIAL, FINANCIAL, MANAGERIAL, SUPERVISORY OR FORECASTING PURPOSES; SYSTEMS OR METHODS SPECIALLY ADAPTED FOR ADMINISTRATIVE, COMMERCIAL, FINANCIAL, MANAGERIAL, SUPERVISORY OR FORECASTING PURPOSES, NOT OTHERWISE PROVIDED FOR"
DIGITAL ASSET HOSTING AND DISTRIBUTION,2012-01-01,Application,"A first collection of content that includes digital assets is maintained on a host computer. Based on a determination that a portable media device becomes connected to a client computer that is separate from the host computer and that interacts with the host computer, initiation of a synchronization of the first collection of content resident on the host computer with a second collection of content on the portable media device is automatically triggered. The synchronization of the first collection with the second collection includes a transfer of at least one of the digital assets from the host computer to the client computer to the portable media device and is triggered and conditioned upon the determination that the portable media device has become connected to the client computer.",PHYSICS,COMPUTING; CALCULATING; COUNTING,ELECTRIC DIGITAL DATA PROCESSING
PROVIDING SUPPLEMENTAL CONTACT INFORMATION CORRESPONDING TO A REFERENCED INDIVIDUAL,2012-01-01,Application,"Providing supplemental contact information for an individual referenced in an electronic message typically includes receiving an electronic message, examining the electronic message, detecting an identifier for a referenced individual contained in the electronic message, and making supplemental contact information for the referenced individual available to a recipient of the electronic message. The supplemental contact information may include information that is in addition to information contained in the electronic message. The supplemental contact information may include at least one of an e-mail address, a screen name, a telephone number, a facsimile number, and a mailing address, each of which is associated with the referenced individual.",ELECTRICITY,ELECTRIC COMMUNICATION TECHNIQUE,"TRANSMISSION OF DIGITAL INFORMATION, e.g. TELEGRAPHIC COMMUNICATION"
PUBLIC NETWORK ACCESS SERVER HAVING A USER-CONFIGURABLE FIREWALL,2012-01-01,Application,"A user-configurable firewall and method in which a user-changeable security setting for a client computer is maintained by an access server through which a user accesses the public network. The user-changeable security setting can be used to specify which outside computers or network devices may access the client computer and what type of access to the client computer is allowed. If an attempt to access the client computer is made, the user-configurable security setting is checked to determine if the attempted access is allowed by the current security setting. If the attempted access is allowed by the current security setting, access is allowed to the client computer; otherwise, access is not allowed. If the user changes the user-configurable security setting, the changes to the user-configurable security setting are provided to the access server.",PHYSICS,COMPUTING; CALCULATING; COUNTING,ELECTRIC DIGITAL DATA PROCESSING
Personalized Location Information for Mobile Devices,2012-01-01,Application,Providing location information on a mobile device includes receiving signals from external devices. Each signal includes information that specifies a geographic location for the external device that has provided the signal. A geographic location for the mobile device is calculated by using the information contained in each of the received signals. A representation of the geographic location of the mobile device is generated. The representation of the geographic location is included within an electronic message that provides information describing a user of the mobile device to other users of an electronic communications system. The electronic message is transmitted to another device to provide an indication of the geographic location for the user to one of the other users of the electronic communications system.,ELECTRICITY,ELECTRIC COMMUNICATION TECHNIQUE,WIRELESS COMMUNICATIONS NETWORKS
Switching Between Connectivity Types To Maintain Connectivity,2012-01-01,Application,"Techniques are provided for leveraging narrowband connectivity (such as dial-up communications or other types of low bandwidth communications) to provision or configure broadband connectivity between a broadband access provider and a broadband device, such as a DSL modem or a cable modem. Specifically, because narrowband connectivity does not require advance configuration or provisioning by the host system of connectivity parameters for an access-seeking device, a modem at an access-seeking device may be leveraged to establish a narrowband connection between that device and a host system and to enable an exchange or negotiation of connectivity parameters necessary to enable future broadband connectivity. Thus, once established, the narrowband connection may be used as a conduit for communicating required provisioning information between the broadband-enabling host and the access-seeking device to enable broadband connectivity by the device in the future.",ELECTRICITY,ELECTRIC COMMUNICATION TECHNIQUE,"TRANSMISSION OF DIGITAL INFORMATION, e.g. TELEGRAPHIC COMMUNICATION"
DYNAMIC LOCATION OF A SUBORDINATE USER,2012-01-01,Application,"Providing location information to a supervisory user includes providing a parental control, using a computer automatically to determine a location of a subordinate user, and storing location information indicative of the location of the subordinate user in a database. A request of the supervisory user to locate the subordinate user is received and a user interface informs the supervisory user of the location of the subordinate user based on the stored location information. At least one of the storing and/or the informing are based on the parental control.",,PHYSICS,MEASURING; TESTING
PROVIDING SUPPLEMENTAL CONTACT INFORMATION CORRESPONDING TO A REFERENCED INDIVIDUAL,2012-01-01,Application,"Providing supplemental contact information for an individual referenced in an electronic message typically includes receiving an electronic message, examining the electronic message, detecting an identifier for a referenced individual contained in the electronic message, and making supplemental contact information for the referenced individual available to a recipient of the electronic message. The supplemental contact information may include information that is in addition to information contained in the electronic message. The supplemental contact information may include at least one of an e-mail address, a screen name, a telephone number, a facsimile number, and a mailing address, each of which is associated with the referenced individual.",ELECTRICITY,ELECTRIC COMMUNICATION TECHNIQUE,"TRANSMISSION OF DIGITAL INFORMATION, e.g. TELEGRAPHIC COMMUNICATION"
SECURE DATA EXCHANGE BETWEEN DATA PROCESSING SYSTEMS,2012-01-01,Application,"A data transfer method performed at a proxy server includes intercepting a data request from a client computer that is directed to a target server, encrypting profile information, augmenting the data request by adding the encrypted profile information to the data request, and sending the augmented data request to the target server. A data transfer method that is performed at an information server includes receiving a data request from a proxy server, extracting profile information added to the data request by the proxy server, using the extracted profile information to generate a response, and sending the response to the proxy server.",ELECTRICITY,ELECTRIC COMMUNICATION TECHNIQUE,"TRANSMISSION OF DIGITAL INFORMATION, e.g. TELEGRAPHIC COMMUNICATION"
PRESENTING A RECIPIENT OF AN E-MAIL WITH AN OPTION TO INSTANT MESSAGE A SENDER OR ANOTHER RECIPIENT BASED ON THE SENDER'S OR THE OTHER RECIPIENT'S ADDRESS AND ONLINE STATUS,2012-01-01,Application,Systems and techniques for transferring electronic data between users of a communications system include a host system structured and arranged to receive and deliver messages of various types between users of the communications system. The host system includes an instant messaging network; a mail gateway; and a configuring network in communication with both the instant messaging network and the mail gateway. The instant messaging network enables instant messaging communication between users of the communications system and has the capability to monitor whether a certain user is capable of receiving an instant message at a particular moment. The mail gateway receives and delivers e-mail messages to users of the communications system. The configuring network is dedicated to automatically configuring instant messaging communication between an intended recipient of an e-mail message and the sender of the e-mail message.,ELECTRICITY,ELECTRIC COMMUNICATION TECHNIQUE,"TRANSMISSION OF DIGITAL INFORMATION, e.g. TELEGRAPHIC COMMUNICATION"
VOICE INSTANT MESSAGING,2012-01-01,Application,"Systems and techniques for transferring electronic data include enabling instant messaging communication between a sender an at least one recipient through an instant messaging host. In addition, voice communication is enabled between the sender and the recipient through the instant messaging host.",ELECTRICITY,ELECTRIC COMMUNICATION TECHNIQUE,"TRANSMISSION OF DIGITAL INFORMATION, e.g. TELEGRAPHIC COMMUNICATION"
FACILITATING COMMUNICATIONS BETWEEN COMPUTER USERS ACROSS A NETWORK,2012-01-01,Application,"A stand-alone icon (i.e., an icon that is not part of an application interface) is provided to facilitate communications across a network between users of at least one communications program. The icon represents a contact or a set of contacts. Status information regarding the contact or set of contacts is received and displayed using the icon or in response to an operation performed on the icon. The icon additionally may provide an interface for performing actions related to the contact or set of contacts. The actions may generally include, for example, retrieving profile information about the contact, setting an alert to indicate that the contact's network/login status (e.g., login, logout, or idle) has changed, or performing communications with the contact.",ELECTRICITY,ELECTRIC COMMUNICATION TECHNIQUE,"TRANSMISSION OF DIGITAL INFORMATION, e.g. TELEGRAPHIC COMMUNICATION"
