abstract,applicant,date_filed,inventor,p_num,title,type,url
"Navigating on a display includes tracking motion of an input tool on a display, comparing a motion of the input tool to a threshold, and changing a position of the visible portion of a page of information on the display if the input tool motion exceeds the threshold. The position of the visible portion of the page of information on the display is constrained if the motion does not exceed the threshold.","FACEBOOK, INC.","December 28, 2012","Facebook, Inc.",20130139098,DISPLAY NAVIGATION USING NAVIGATION CONTROLS,Application,https://patents.justia.com/patent/20130139098
Information may be presented to a user by using a first application to receive a character stream of one or more noncompletion characters. The noncompletion characters indicate that additional characters may be received. The character stream is exchanged with a host that analyzes the character stream to generate results that are responsive to the user's predicted interest. Results are received and displayed so that the user may select one of the results to launch a code segment related to the selected result.,"FACEBOOK, INC.","January 31, 2013","Facebook, Inc.",20130138634,INTELLIGENT COMMUNITY BASED RESULTS RELATED TO A CHARACTER STREAM,Application,https://patents.justia.com/patent/20130138634
"Navigating on a display includes tracking motion of an input tool on a display, comparing a motion of the input tool to a threshold, and changing a position of the visible portion of a page of information on the display if the input tool motion exceeds the threshold. The position of the visible portion of the page of information on the display is constrained if the motion does not exceed the threshold.","FACEBOOK, INC.","December 31, 2012","Facebook, Inc.",20130139101,CONSTRAINED DISPLAY NAVIGATION,Application,https://patents.justia.com/patent/20130139101
Information may be presented to a user by using a first application to receive a character stream of one or more noncompletion characters. The noncompletion characters indicate that additional characters may be received. The character stream is exchanged with a host that analyzes the character stream to generate results that are responsive to the user's predicted interest. Results are received and displayed so that the user may select one of the results to launch a code segment related to the selected result.,"FACEBOOK, INC.","January 28, 2013","FACEBOOK, INC.",20130138680,Intelligent results related to a portion of a search query,Application,https://patents.justia.com/patent/20130138680
Information may be presented to a user by using a first application to receive a character stream of one or more noncompletion characters. The noncompletion characters indicate that additional characters may be received. The character stream is exchanged with a host that analyzes the character stream to generate results that are responsive to the user's predicted interest. Results are received and displayed so that the user may select one of the results to launch a code segment related to the selected result.,"FACEBOOK, INC.","January 16, 2013","Facebook, Inc.",20130132376,INTELLIGENT CLIENT CAPABILITY-BASED RESULTS RELATED TO A CHARACTER STREAM,Application,https://patents.justia.com/patent/20130132376
A communications system including one or more alert gates and an alert controller. Each alert gate is configured to detect a different type of alert feed corresponding to a particular kind of alert. The alert controller is connected to the alert gates and operable to receive detected alerts from the alert gates and to deliver the detected alerts to a user of the communications system.,"FACEBOOK, INC.","December 21, 2012","Facebook, Inc.",20130132482,STATE CHANGE ALERTS MECHANISM,Application,https://patents.justia.com/patent/20130132482
"A system and method for electronic wallet conversion allows conversion of a basic electronic wallet to a more flexible wallet account, providing additional services and requiring additional authentication. The basic accountholder eventually requires the additional services provided by the more flexible wallet, typically editing rights and making purchases at sites requiring authentication beyond the basic level. To convert the account, the account holder is presented with a one-time challenge and response mechanism that requires the accountholder to summon information that only the account holder would know. If a successful match is made, the account is converted to the more flexible account for all time. The accountholder replaces the one-time challenge and response with a second-level password that grants the accountholder ongoing access to more sensitive wallet features, such as the ability to purchase at sites requiring a second-level password, and editing rights to the information stored in the wallet.","FACEBOOK, INC.","September 15, 2012","Benjamin Quigley, Robert Sandler, Fletcher Jones, Rajesh Mahajan, Prakash Muppirala, David Lowe, Laura Price, Seth Goldstein, Venkatesh Subramanya, Jai Rawat",20130124407,System and Method for Electronic Wallet Conversion,Application,https://patents.justia.com/patent/20130124407
"Navigating on a display includes tracking motion of an input tool on a display, comparing a motion of the input tool to a threshold, and changing a position of the visible portion of a page of information on the display if the input tool motion exceeds the threshold. The position of the visible portion of the page of information on the display is constrained if the motion does not exceed the threshold.","FACEBOOK, INC.","December 31, 2012","Facebook, Inc.",20130120301,DISPLAY NAVIGATION,Application,https://patents.justia.com/patent/20130120301
"An electronic message may be reconfigured to effect an enhanced notification using an input interface to receive at least one electronic message created by or on behalf of a message source for delivery to an intended recipient. A matching engine determines whether the electronic message corresponds to a predetermined definition of an enhanced notification. An enhancement engine reconfigures the electronic message to the enhanced notification if stored information related to the intended recipient indicates that the intended recipient is subscribed to receive the enhanced notification. Reconfiguring the electronic message may include reconfiguring the message to provide special handling, routing or presentation.","FACEBOOK, INC.","December 31, 2012","FACEBOOK, INC.",20130125138,SYSTEMS AND METHODS FOR NOTIFICATION MANAGEMENT AND DELIVERY,Application,https://patents.justia.com/patent/20130125138
"Navigating on a display includes tracking motion of an input tool on a display, comparing a motion of the input tool to a threshold, and changing a position of the visible portion of a page of information on the display if the input tool motion exceeds the threshold. The position of the visible portion of the page of information on the display is constrained if the motion does not exceed the threshold.","FACEBOOK, INC.","December 31, 2012","Facebook, Inc.",20130120300,CONSTRAINED DISPLAY NAVIGATION,Application,https://patents.justia.com/patent/20130120300
Information may be presented to a user by using a first application to receive a character stream of one or more noncompletion characters. The noncompletion characters indicate that additional characters may be received. The character stream is exchanged with a host that analyzes the character stream to generate results that are responsive to the user's predicted interest. Results are received and displayed so that the user may select one of the results to launch a code segment related to the selected result.,"FACEBOOK, INC.","January 4, 2013","Facebook, Inc.",20130124506,HOST-BASED INTELLIGENT RESULTS RELATED TO A CHARACTER STREAM,Application,https://patents.justia.com/patent/20130124506
"Informing a user of a large scale network dynamically of other network users includes determining dynamically an online context of the user. Other users presently within the online context of the user are identified and trait information is stored that is related essentially only to the user or to the other users in a users store associated with the online context. The user is informed dynamically of the other users based on the stored trait information, such as, for example, an age or other demographic identifier, or information indicative of an expertise, interest, preference, user type and/or other quality of the user or of the other individual.","FACEBOOK, INC.","September 13, 2012","Barry Appelman, Andrew Ivar Erickson, Thomas Jarmolowski, Robert Eugene Weltman, Joseph Paul Buonviri",20130124629,DYNAMIC IDENTIFICATION OF OTHER USERS TO AN ONLINE USER,Application,https://patents.justia.com/patent/20130124629
"A system and method for electronic wallet conversion allows conversion of a basic electronic wallet to a more flexible wallet account, providing additional services and requiring additional authentication. The basic accountholder eventually requires the additional services provided by the more flexible wallet, typically editing rights and making purchases at sites requiring authentication beyond the basic level. To convert the account, the account holder is presented with a one-time challenge and response mechanism that requires the accountholder to summon information that only the account holder would know. If a successful match is made, the account is converted to the more flexible account for all time. The accountholder replaces the one-time challenge and response with a second-level password that grants the accountholder ongoing access to more sensitive wallet features, such as the ability to purchase at sites requiring a second-level password, and editing rights to the information stored in the wallet.","FACEBOOK, INC.","September 15, 2012","Benjamin Quigley, Robert Sandler, Fletcher Jones, Rajesh Mahajan, Prakash Muppirala, David Lowe, Laura Price, Seth Goldstein, Venkatesh Subramanya, Jai Rawat",20130124408,System and Method for Electronic Wallet Conversion,Application,https://patents.justia.com/patent/20130124408
"Navigating on a display includes tracking motion of an input tool on a display, comparing a motion of the input tool to a threshold, and changing a position of the visible portion of a page of information on the display if the input tool motion exceeds the threshold. The position of the visible portion of the page of information on the display is constrained if the motion does not exceed the threshold.","FACEBOOK, INC.","December 31, 2012","Facebook, Inc.",20130120299,DISPLAY NAVIGATION,Application,https://patents.justia.com/patent/20130120299
"Navigating on a display includes tracking motion of an input tool on a display, comparing a motion of the input tool to a threshold, and changing a position of the visible portion of a page of information on the display if the input tool motion exceeds the threshold. The position of the visible portion of the page of information on the display is constrained if the motion does not exceed the threshold.","FACEBOOK, INC.","December 28, 2012","Facebook, Inc.",20130113745,Aligned display navigation,Application,https://patents.justia.com/patent/20130113745
"An electronic message may be reconfigured to effect an enhanced notification using an input interface to receive at least one electronic message created by or on behalf of a message source for delivery to an intended recipient. A matching engine determines whether the electronic message corresponds to a predetermined definition of an enhanced notification. An enhancement engine reconfigures the electronic message to the enhanced notification if stored information related to the intended recipient indicates that the intended recipient is subscribed to receive the enhanced notification. Reconfiguring the electronic message may include reconfiguring the message to provide special handling, routing or presentation.","FACEBOOK, INC.","December 28, 2012","Facebook, Inc.",20130117399,RECONFIGURING AN ELECTRONIC MESSAGE TO EFFECT AN ENHANCED NOTIFICATION,Application,https://patents.justia.com/patent/20130117399
"Informing a user of a large scale network dynamically of other network users includes determining dynamically an online context of the user. Other users presently within the online context of the user are identified and trait information is stored that is related essentially only to the user or to the other users in a users store associated with the online context. The user is informed dynamically of the other users based on the stored trait information, such as, for example, an age or other demographic identifier, or information indicative of an expertise, interest, preference, user type and/or other quality of the user or of the other individual.","FACEBOOK, INC.","September 13, 2012","Barry Appelman, Andrew Ivar Erickson, Thomas Jarmolowski, Robert Eugene Weltman, Joseph Paul Buonviri",20130117369,DYNAMIC IDENTIFICATION OF OTHER USERS TO AN ONLINE USER,Application,https://patents.justia.com/patent/20130117369
"A real time notification system that tracks, for each user, the logon status of selected co-users of an on-line or network system and displays that information in real time to the tracking user in a unique graphical interface. The invention provides user definable on-line co-user lists, or “buddy lists”, that track specific co-users in real-time automatically. A user can create many separate buddy lists of co-users, either with intersecting or disjoint lists of users, and label these buddy lists according to the user's preference. The user can update a buddy list or create new buddy lists whenever necessary. When a user logs on to a system, the user's set of buddy lists is presented to the buddy list system. The buddy list system attempts to match co-users currently logged into the system with the entries on the user's buddy list. Any matches are displayed to the user. As co-users logon and loge, a user's buddy list is updated to reflect these changes.","FACEBOOK, INC.","December 19, 2012","Facebook, Inc.",20130117690,Managing user definable co-user lists,Application,https://patents.justia.com/patent/20130117690
"Navigating on a display includes tracking motion of an input tool on a display, comparing a motion of the input tool to a threshold, and changing a position of the visible portion of a page of information on the display if the input tool motion exceeds the threshold. The position of the visible portion of the page of information on the display is constrained if the motion does not exceed the threshold.","FACEBOOK, INC.","December 31, 2012","Facebook, Inc.",20130113746,ANIMATED DISPLAY NAVIGATION,Application,https://patents.justia.com/patent/20130113746
"A real time notification system that tracks, for each user, the logon status of selected co-users of an on-line or network system and displays that information in real time to the tracking user in a unique graphical interface. The invention provides user definable on-line co-user lists, or “buddy lists”, that track specific co-users in real-time automatically. A user can create many separate buddy lists of co-users, either with intersecting or disjoint lists of users, and label these buddy lists according to the user's preference. The user can update a buddy list or create new buddy lists whenever necessary. When a user logs on to a system, the user's set of buddy lists is presented to the buddy list system. The buddy list system attempts to match co-users currently logged into the system with the entries on the user's buddy list. Any matches are displayed to the user. As co-users logon and loge, a user's buddy list is updated to reflect these changes.","FACEBOOK, INC.","December 19, 2012","FACEBOOK, INC.",20130111608,Preventing messaging of co-users on user definable co-user lists,Application,https://patents.justia.com/patent/20130111608
"A method and search engine for classifying a source publishing a document on a portion of a network, includes steps of electronically receiving a document, based on the document, determining a source which published the document, and assigning a code to the document based on whether data associated with the document published by the source matches with data contained in a database. An intelligent geographic- and business topic-specific resource discovery system facilitates local commerce on the World-Wide Web and also reduces search time by accurately isolating information for end-users. Distinguishing and classifying business pages on the Web by business categories using Standard Industrial Classification (SIC) codes is achieved through an automatic iterative process.","FACEBOOK, INC.","December 21, 2012","FACEBOOK, INC.",20130110817,SYSTEM AND METHOD FOR GEOGRAPHICALLY ORGANIZING AND CLASSIFYING BUSINESSES ON THE WORLD-WIDE WEB,Application,https://patents.justia.com/patent/20130110817
"A real time notification system that tracks, for each user, the logon status of selected co-users of an on-line or network system and displays that information in real time to the tracking user in a unique graphical interface. The invention provides user definable on-line co-user lists, or “buddy lists”, that track specific co-users in real-time automatically. A user can create many separate buddy lists of co-users, either with intersecting or disjoint lists of users, and label these buddy lists according to the user's preference. The user can update a buddy list or create new buddy lists whenever necessary. When a user logs on to a system, the user's set of buddy lists is presented to the buddy list system. The buddy list system attempts to match co-users currently logged into the system with the entries on the user's buddy list. Any matches are displayed to the user. As co-users logon and logoff, a user's buddy list is updated to reflect these changes.","FACEBOOK, INC.","December 18, 2012","FACEBOOK, INC.",20130110933,USER DEFINABLE ON-LINE CO-USER LISTS,Application,https://patents.justia.com/patent/20130110933
"A real time notification system that tracks, for each user, the logon status of selected co-users of an on-line or network system and displays that information in real time to the tracking user in a unique graphical interface. The invention provides user definable on-line co-user lists, or “buddy lists”, that track specific co-users in real-time automatically. A user can create many separate buddy lists of co-users, either with intersecting or disjoint lists of users, and label these buddy lists according to the user's preference. The user can update a buddy list or create new buddy lists whenever necessary. When a user to logs on to a system, the user's set of buddy lists is presented to the buddy list system. The buddy list system attempts to match co-users currently logged into the system with the entries on the user's buddy list. Any matches are displayed to the user. As co-users logon and logoff, a user's buddy list is updated to reflect these changes.","FACEBOOK, INC.","December 19, 2012","Facebook, Inc.",20130110858,ADDING CO-USERS TO USER DEFINABLE CO-USER LISTS,Application,https://patents.justia.com/patent/20130110858
"A user interface including one or more references to content is customized. Several user profiles are provided from which a user may be associated. Each user profile includes user profile information. The user profile associated with a user to whom a user interface will be provided is accessed. A user interface is configured for the user, based at least in part upon the user profile accessed as being associated with the user. Access to content is enabled based on user manipulation of the configured user interface.","FACEBOOK, INC.","September 13, 2012","Jeffrey David Kimball, John Thurston Wassom, JR., Christina Ann Rank Dolan",20130097537,CUSTOMIZED USER INTERFACE FOR SUBORDINATE USERS,Application,https://patents.justia.com/patent/20130097537
"Implementing an electronic calendar can include accessing a first electronic calendar owned by a first party, accessing a second electronic calendar owned by a second party, and presenting a view that combines at least one existing entry from within each of the first and second electronic calendars. Source information for each of the first and second electronic calendars may be electronically maintained. The combined view may be updated electronically to reflect a change to at least one of the existing entries from within at least one of the first and second electronic calendars. Electronic calendars may be accessed and overlaid without importing events, thus enabling simple updating. Event information may be imported and source or other attributes may be associated with imported information to enable updating and other sorting functions.","FACEBOOK, INC.","September 15, 2012",Larry L. Lu,20130097530,CALENDAR OVERLAYS,Application,https://patents.justia.com/patent/20130097530
"A user interface including one or more references to content is customized. Several user profiles are provided from which a user may be associated. Each user profile includes user profile information. The user profile associated with a user to whom a user interface will be provided is accessed. A user interface is configured for the user, based at least in part upon the user profile accessed as being associated with the user. Access to content is enabled based on user manipulation of the configured user interface.","FACEBOOK, INC.","September 13, 2012","Jeffrey David Kimball, John Thurston Wassom, JR., Christina Ann Rank Dolan",20130097536,CUSTOMIZING USER INTERFACES,Application,https://patents.justia.com/patent/20130097536
"An electronic message may be reconfigured to effect an enhanced notification using an input interface to receive at least one electronic message created by or on behalf of a message source for delivery to an intended recipient. A matching engine determines whether the electronic message corresponds to a predetermined definition of an enhanced notification. An enhancement engine reconfigures the electronic message to the enhanced notification if stored information related to the intended recipient indicates that the intended recipient is subscribed to receive the enhanced notification. Reconfiguring the electronic message may include reconfiguring the message to provide special handling, routing or presentation.","FACEBOOK, INC.","September 14, 2012","Barry Appelman, Muhammad Mohsin Hussain",20130097255,TIME BASED ELECTRONIC MESSAGE DELIVERY,Application,https://patents.justia.com/patent/20130097255
"This invention concerns optimal ad selection for Web pages by selecting and updating an attribute set, obtaining and updating an ad-attribute profile, and optimally choosing the next ad. The present invention associates a set of attributes with each customer. The attributes reflect the customers' interests and they incorporate the characteristics that impact ad selection. Similarly, the present invention associates with each ad an ad-attribute profile in order to calculate a customer's estimated ad selection probability and measure the uncertainty in that estimate. An ad selection algorithm optimally selects which ad to show based on the click probability estimates and the uncertainties regarding these estimates.","FACEBOOK, INC.","December 4, 2012","FACEBOOK, INC.",20130097019,FILTERING PLACEMENT OF ADVERTISEMENTS,Application,https://patents.justia.com/patent/20130097019
"This invention concerns optimal ad selection for Web pages by selecting and updating an attribute set, obtaining and updating an ad-attribute profile, and optimally choosing the next ad. The present invention associates a set of attributes with each customer. The attributes reflect the customers' interests and they incorporate the characteristics that impact ad selection. Similarly, the present invention associates with each ad an ad-attribute profile in order to calculate a customer's estimated ad selection probability and measure the uncertainty in that estimate. An ad selection algorithm optimally selects which ad to show based on the click probability estimates and the uncertainties regarding these estimates.","FACEBOOK, INC.","December 4, 2012","Facebook, Inc.",20130097030,AD PLACEMENT,Application,https://patents.justia.com/patent/20130097030
"A user interface including one or more references to content is customized. Several user profiles are provided from which a user may be associated. Each user profile includes user profile information. The user profile associated with a user to whom a user interface will be provided is accessed. A user interface is configured for the user, based at least in part upon the user profile accessed as being associated with the user. Access to content is enabled based on user manipulation of the configured user interface.","FACEBOOK, INC.","September 13, 2012","Jeffrey David Kimball, John Thurston Wassom, JR., Christina Ann Rank Dolan",20130097523,CUSTOMIZING USER INTERFACES BASED ON USER ACTIVITIES,Application,https://patents.justia.com/patent/20130097523
"Implementing an electronic calendar can include accessing a first electronic calendar owned by a first party, accessing a second electronic calendar owned by a second party, and presenting a view that combines at least one existing entry from within each of the first and second electronic calendars. Source information for each of the first and second electronic calendars may be electronically maintained. The combined view may be updated electronically to reflect a change to at least one of the existing entries from within at least one of the first and second electronic calendars. Electronic calendars may be accessed and overlaid without importing events, thus enabling simple updating. Event information may be imported and source or other attributes may be associated with imported information to enable updating and other sorting functions.","FACEBOOK, INC.","September 15, 2012",Larry L. Lu,20130097496,CALENDAR OVERLAY UPDATES,Application,https://patents.justia.com/patent/20130097496
"Implementing an electronic calendar can include accessing a first electronic calendar owned by a first party, accessing a second electronic calendar owned by a second party, and presenting a view that combines at least one existing entry from within each of the first and second electronic calendars. Source information for each of the first and second electronic calendars may be electronically maintained. The combined view may be updated electronically to reflect a change to at least one of the existing entries from within at least one of the first and second electronic calendars. Electronic calendars may be accessed and overlaid without importing events, thus enabling simple updating. Event information may be imported and source or other attributes may be associated with imported information to enable updating and other sorting functions.","FACEBOOK, INC.","September 15, 2012",Larry L. Lu,20130097495,CALENDAR OVERLAY NOTICES,Application,https://patents.justia.com/patent/20130097495
"An electronic message may be reconfigured to effect an enhanced notification using an input interface to receive at least one electronic message created by or on behalf of a message source for delivery to an intended recipient. A matching engine determines whether the electronic message corresponds to a predetermined definition of an enhanced notification. An enhancement engine reconfigures the electronic message to the enhanced notification if stored information related to the intended recipient indicates that the intended recipient is subscribed to receive the enhanced notification. Reconfiguring the electronic message may include reconfiguring the message to provide special handling, routing or presentation.","FACEBOOK, INC.","September 14, 2012","Barry Appelman, Muhammad Mohsin Hussain",20130097254,ELECTRONIC MESSAGE DELIVERY BASED ON PRESENCE NOTIFICATION,Application,https://patents.justia.com/patent/20130097254
"This invention concerns optimal ad selection for Web pages by selecting and updating an attribute set, obtaining and updating an ad-attribute profile, and optimally choosing the next ad. The present invention associates a set of attributes with each customer. The attributes reflect the customers' interests and they incorporate the characteristics that impact ad selection. Similarly, the present invention associates with each ad an ad-attribute profile in order to calculate a customer's estimated ad selection probability and measure the uncertainty in that estimate. An ad selection algorithm optimally selects which ad to show based on the click probability estimates and the uncertainties regarding these estimates.","FACEBOOK, INC.","December 4, 2012","FACEBOOK, INC.",20130097012,AD PLACEMENT,Application,https://patents.justia.com/patent/20130097012
"This invention concerns optimal ad selection for Web pages by selecting and updating an attribute set, obtaining and updating an ad-attribute profile, and optimally choosing the next ad. The present invention associates a set of attributes with each customer. The attributes reflect the customers' interests and they incorporate the characteristics that impact ad selection. Similarly, the present invention associates with each ad an ad-attribute profile in order to calculate a customer's estimated ad selection probability and measure the uncertainty in that estimate. An ad selection algorithm optimally selects which ad to show based on the click probability estimates and the uncertainties regarding these estimates.","FACEBOOK, INC.","December 3, 2012","Facebook, Inc.",20130097026,AD PLACEMENT,Application,https://patents.justia.com/patent/20130097026
"Systems and methods for automatically locating web-based social network members are provided. According to one embodiment, contact content including an associated GPS identifier and status for web-based social network members located at or near the same location automatically appears on a GPS-enabled device. A further exemplary system includes a GPS-enabled device configured to receive a GPS identifier and a status representing a location and a current state for a web-based social network member, a processing module that associates the received GPS-identifier and the received status, and a communications module that sends the associated GPS-identifier and status to a server comprising a web-based social network database. Contact content in a web-based social network database record in the web-based social network database is updated to include the associated GPS identifier and status for the web-based social network member.","FACEBOOK, INC.","December 6, 2012","FACEBOOK, INC.",20130097247,Automatically Locating Users in Proximity to a User of a Social Networking System,Application,https://patents.justia.com/patent/20130097247
"This invention concerns optimal ad selection for Web pages by selecting and updating an attribute set, obtaining and updating an ad-attribute profile, and optimally choosing the next ad. The present invention associates a set of attributes with each customer. The attributes reflect the customers' interests and they incorporate the characteristics that impact ad selection. Similarly, the present invention associates with each ad an ad-attribute profile in order to calculate a customer's estimated ad selection probability and measure the uncertainty in that estimate. An ad selection algorithm optimally selects which ad to show based on the click probability estimates and the uncertainties regarding these estimates.","FACEBOOK, INC.","December 4, 2012","Facebook, Inc.",20130097010,AD PLACEMENT,Application,https://patents.justia.com/patent/20130097010
"An electronic message may be reconfigured to effect an enhanced notification using an input interface to receive at least one electronic message created by or on behalf of a message source for delivery to an intended recipient. A matching engine determines whether the electronic message corresponds to a predetermined definition of an enhanced notification. An enhancement engine reconfigures the electronic message to the enhanced notification if stored information related to the intended recipient indicates that the intended recipient is subscribed to receive the enhanced notification. Reconfiguring the electronic message may include reconfiguring the message to provide special handling, routing or presentation.","FACEBOOK, INC.","September 14, 2012","BARRY APPLEMAN, MUHAMMAD MOHSIN HUSSAIN",20130097256,SYSTEMS AND METHODS FOR RECONFIGURING ELECTRONIC MESSAGES,Application,https://patents.justia.com/patent/20130097256
"Systems and methods are disclosed for tracking and displaying the logon status of selected co-users of an on-line or network system in real time to a tracking user in a unique graphical interface. The invention provides user definable on-line co-user lists, or “buddy lists,” which track specific co-users in real-time automatically. When a user logs on to a system, one or more of the user's buddy lists are presented to the buddy list system. The buddy list system attempts to match co-users currently logged into the system with the entries on the user's buddy list. Any matches are displayed to the user. As co-users logon and logoff, a user's buddy list is updated to reflect these changes. An indication can also be added to show that a co-user just logged on or just left the system.","FACEBOOK, INC.","September 13, 2012",Barry Appelman,20130091434,PREVENTING CO-USER ADDITION TO USER DEFINABLE CO-USER LISTS,Application,https://patents.justia.com/patent/20130091434
"Systems and methods are disclosed for tracking and displaying the logon status of selected co-users of an on-line or network system in real time to a tracking user in a unique graphical interface. The invention provides user definable on-line co-user lists, or “buddy lists,” which track specific co-users in real-time automatically. When a user logs on to a system, one or more of the user's buddy lists are presented to the buddy list system. The buddy list system attempts to match co-users currently logged into the system with the entries on the user's buddy list. Any matches are displayed to the user. As co-users logon and logoff, a user's buddy list is updated to reflect these changes. An indication can also be added to show that a co-user just logged on or just left the system.","FACEBOOK, INC.","September 13, 2012",Barry Appelman,20130091433,USER DEFINABLE CO-USER LISTS,Application,https://patents.justia.com/patent/20130091433
"A computer program product for instant message communication in a wireless and non-wireless environment. A message is sent from a mobile unit device over a wireless communication network. The message includes a destination address, information associated with the mobile unit device's user, message content and message address. If, according to information previously stored for the mobile unit device's user at the instant message system, the destination address is associated with an instant message function, the associated instant message function is executed at the instant message system using the information contained in the message content, if required as determined by the associated instant message function. If, according to information previously stored for the mobile unit device's user, the destination address is associated with an instant message name, an instant message is created according to the message content and is sent to the user with the associated instant message name.","FACEBOOK, INC.","September 13, 2012","Charles A. Carey, Bruce A. Robinson",20130090138,Processing messages based on a destination device,Application,https://patents.justia.com/patent/20130090138
"Systems and methods are disclosed for tracking and displaying the logon status of selected co-users of an on-line or network system in real time to a tracking user in a unique graphical interface. The invention provides user definable on-line co-user lists, or “buddy lists,” which track specific co-users in real-time automatically. When a user logs on to a system, one or more of the user's buddy lists are presented to the buddy list system. The buddy list system attempts to match co-users currently logged into the system with the entries on the user's buddy list. Any matches are displayed to the user. As co-users logon and logoff, a user's buddy list is updated to reflect these changes. An indication can also be added to show that a co-user just logged on or just left the system.","FACEBOOK, INC.","September 13, 2012",Barry Appelman,20130091438,USER DEFINABLE CO-USER LISTS WITH STATUS INDICATORS,Application,https://patents.justia.com/patent/20130091438
"A computer program product for instant message communication in a wireless and non-wireless environment. A message is sent from a mobile unit device over a wireless communication network. The message includes a destination address, information associated with the mobile unit device's user, message content and message address. If, according to information previously stored for the mobile unit device's user at the instant message system, the destination address is associated with an instant message function, the associated instant message function is executed at the instant message system using the information contained in the message content, if required as determined by the associated instant message function. If, according to information previously stored for the mobile unit device's user, the destination address is associated with an instant message name, an instant message is created according to the message content and is sent to the user with the associated instant message name.","FACEBOOK, INC.","September 13, 2012","Charles A. Carey, Bruce A. Robinson",20130084900,Mobile device based messaging,Application,https://patents.justia.com/patent/20130084900
"A social networking system may provide user metrics for unknown dimensions to an external system using received hash codes from user devices performing actions on the external system. Embodiments of the invention receive hash codes generated by external systems that are embedded in redirect Uniform Resource Locators (URLs) that are executed by user devices. The social networking system may match the received hash codes to identifying information about users, e.g., user identifiers. The user profile information may be reported to external systems based on hash codes in an aggregated format without disclosing identifying information about users. In one embodiment, a hash code may include identifying information of an administrator of an external system to enable the administrator to merge information about users of the social networking system with other unknown dimensions of information about the users that is known by the external system.","FACEBOOK, INC.","October 1, 2012","Facebook, Inc.",20130086169,PROVIDING USER METRICS FOR AN UNKNOWN DIMENSION TO AN EXTERNAL SYSTEM,Application,https://patents.justia.com/patent/20130086169
"A computer-implemented method is provided for ranking files from an Internet search. In one embodiment, the method comprises assigning a score to each file based on at least one of the following factors: recency, editorial popularity, clickthru popularity, favorites metadata, or favorites collaborative filtering. The file may be organized based on the assigned scores to provide users with more accurate search results.","FACEBOOK, INC.","September 15, 2012","Timothy D. Tuttle, Adam L. Beguelin, Peter F. Kocks",20130080424,SYSTEMS AND METHODS FOR SORTING SEARCH RESULTS,Application,https://patents.justia.com/patent/20130080424
"A system and method are disclosed for integrating an on-line service community with a foreign service such as the Internet World Wide Web. To take advantage of the present invention, on-line service subscribers access a membership module to complete a membership process in which they join communities each of which represents a specific area of interest. The present invention operates as an extension to a user's preferred Web browser and is manifested as a toolbar comprised of control buttons and a viewer on a computer user's screen. By interacting with the control buttons of the toolbar and the menus of the viewer, on-line service content is delivered to the user in response to the URLs specified by the user as he or she browses the Web. In addition, control buttons on the toolbar present opportunities for interacting with other community members.","FACEBOOK, INC.","September 15, 2012","Bruce A. MacNaughton, Leigh R. Turner",20130080595,Displaying Content From Multiple Users,Application,https://patents.justia.com/patent/20130080595
"A lead user may share an on-line media content experience with one or more followers by identifying content of interest being experienced on the lead user system, identifying one or more followers with whom to share the content of interest, inviting the followers to experience the content of interest, and enabling the followers to access the content of interest.","FACEBOOK, INC.","September 15, 2012","Brian Heikes, William Frischling, John Thomas Love",20130080920,SHARING ON-LINE MEDIA EXPERIENCES,Application,https://patents.justia.com/patent/20130080920
"The claimed invention enables digital asset management that is responsive to a user's interactions with digital assets. Based on the user's interaction, the invention generates a ranking of the digital assets that is intended to reflect the value of the digital assets to the user. The ranking is based in part on the access frequency and recency, and the number and types of uses of the digital assets. An access hierarchy is derived from the ranking that stores the digital assets so that the higher ranked digital assets are more easily accessed than the lower ranked digital assets.","FACEBOOK, INC.","September 15, 2012","Vidur Apparao, John Bandhauer, Christopher Robert Waterson",20130080446,METHOD AND SYSTEM FOR MANAGING DIGITAL SHEETS,Application,https://patents.justia.com/patent/20130080446
"A first collection of content that includes digital assets is maintained on a host computer. Based on a determination that a portable media device becomes connected to a client computer that is separate from the host computer and that interacts with the host computer, initiation of a synchronization of the first collection of content resident on the host computer with a second collection of content on the portable media device is automatically triggered. The synchronization of the first collection with the second collection includes a transfer of at least one of the digital assets from the host computer to the client computer to the portable media device and is triggered and conditioned upon the determination that the portable media device has become connected to the client computer.","FACEBOOK, INC.","September 15, 2012","Edmund Brown Ferguson, JR.",20130080658,DIGITAL ASSET HOSTING AND DISTRIBUTION,Application,https://patents.justia.com/patent/20130080658
"A computer program product for instant message communication in a wireless and non-wireless environment. A message is sent from a mobile unit device over a wireless communication network. The message includes a destination address, information associated with the mobile unit device's user, message content and message address. If, according to information previously stored for the mobile unit device's user at the instant message system, the destination address is associated with an instant message function, the associated instant message function is executed at the instant message system using the information contained in the message content, if required as determined by the associated instant message function. If, according to information previously stored for the mobile unit device's user, the destination address is associated with an instant message name, an instant message is created according to the message content and is sent to the user with the associated instant message name.","FACEBOOK, INC.","September 13, 2012","Charles A. Carey, Bruce A. Robinson",20130078967,ADDING A CONTACT TO A CONTACT LIST ON A MOBILE DEVICE,Application,https://patents.justia.com/patent/20130078967
