abstract,assignee,date_filed,date_issued,inventor,p_num,title,type,url
"A social networking system provides relevant third-party content objects to users by matching user location, interests, and other social information with the content, location, and timing associated with the content objects. Content objects are provided based on relevance scores specific to a user. Relevance scores may be calculated based on the user's previous interactions with content object notifications, or based on interests that are common between the user and his or her connections in the social network. Context search is also provided for a user, wherein a list of search of results is ranked according to the relevance score of content object associated with the search results. Notifications may also be priced and distributed to users based on their relevance. In this way, the system can provide notifications that are relevant to user's interests and current circumstances, increasing the likelihood that they will find content objects of interest.","FACEBOOK, INC.","December 22, 2010","June 10, 2014","Erick Tseng, David Braginsky",8751636,Timing for providing relevant notifications for a user based on user interaction with notifications,Grant,https://patents.justia.com/patent/8751636
"An external system (such as a website) that interacts with users communicates with a social networking system to access information about the users, who may also be users of the social networking system. If a privacy setting is changed in the social networking system, and the change applies to information that has been shared with an external system, the change is enforced at the external system. For example, the external system may be notified that the information is invalid and must be deleted, or the external system may periodically request the information so that changes to the privacy settings are eventually experienced at the external systems. When an external system again needs the information, whether expired naturally or actively invalidated by the social network, the external system sends a new request for the information, which is subject to the (possibly revised) privacy settings.","FACEBOOK, INC.","July 23, 2009","June 10, 2014","Michael Steven Vernal, Wei Zhu, James M. Leszczenski, Joshua E. Elman, David Brookes Morin, Charles Duplain Cheever, Ruchi Sanghvi",8752186,Dynamic enforcement of privacy settings by a social networking system on information shared with an external system,Grant,https://patents.justia.com/patent/8752186
A user interface includes a tactile interface on a client device that allows users to interact with social networking system content in a manner that is optimized for touch screens and mobile devices. The tactile interface allows users to efficiently navigate the social networking system data as well as to capture new content for upload to the social networking system. New content may be captured in a way that allows the user to preview the content in-context.,"FACEBOOK, INC.","December 13, 2011","June 10, 2014","William Joseph Flynn, III, Michael Dudley Johnson",8749690,In-context content capture,Grant,https://patents.justia.com/patent/8749690
"Fault-tolerant storage is provided using a distributed data storage system that receives input data from clients and divides that data into data blocks for storage. The data blocks are processed using a coding scheme that generates redundant level one error correction blocks (L1EC Blocks). The L1EC blocks enable the reconstruction of one or more damaged or inaccessible data blocks, and the L1EC blocks and the data blocks are divided into distribution sets and stored at a plurality of data storage locations. At each data storage location additional level two error correction blocks (L2EC blocks) are generated that provide local data redundancy. Upon detecting a data disruption event, an inaccessible data storage location is identified and the elements that were stored at the inaccessible data storage location are reconstructed.",FACEBOOK INC.,"October 18, 2013","June 10, 2014","Dhrubajyoti Borthakur, Per Brashers, Jason Matthew Taylor",8751897,Distributed system for fault-tolerant data storage,Grant,https://patents.justia.com/patent/8751897
A method includes classifying a relationship between a first group and each of one or more additional groups based on at least one of a number of communications during a time period and a frequency of the communications. The communications are between one or more members of the first group and one or more members of each of the one or more additional groups. The method includes generating social network data based on the relationship between the first group and each of the one or more additional groups.,"FACEBOOK, INC.","March 26, 2013","June 10, 2014","Sreenivasa Gorti, Robert Dailey, Ankur Mukerji, Scott Thomas",8751440,System and method of determining relationship information,Grant,https://patents.justia.com/patent/8751440
"Embodiments of the invention provide techniques for translating text in a social network. In one embodiment translations of text phrases are received from members of the social network. These text phrases include content displayed in a social networking system, such as content from social networking objects. A particular member is provided with content including a text phrase in a first language, and the member requests translation into another language. Responsive to this request, a translation of the text phrase is selected from a set of available translations. The selection is based on actions by friends of the member in the social network, the actions being associated with the set of available translations. These actions can the viewing of or approval of translations by the friends, for example. The selected translation is then presented to the member requesting the translation.","FACEBOOK, INC.","June 27, 2013","June 10, 2014","Yishan Wong, Stephen M. Grimm, Nicolas Vera, Marcel Laverdet, Ting Yin Kwan, Christopher W. Putnam, Javier Olivan Lopez, Katherine P. Losse, Rebekah Cox, Chad Little",8751213,Community translation on a social network,Grant,https://patents.justia.com/patent/8751213
"In particular embodiments, a method includes receiving an text query, identifying nodes and edges from a social graph that correspond to character strings from the text query, and then generating recommended queries that include references to the identified nodes and edges.","FACEBOOK, INC.","July 23, 2012","June 10, 2014","Yofay Kari Lee, Michael Benjamin Cohen, Maxime Boucher, Alisson Gusatti Azzolini, Xiao Li, Lars Eilstrup Rasmussen",8751521,Personalized structured search queries for online social networks,Grant,https://patents.justia.com/patent/8751521
"Posts are ranked for display on a page in a social network environment based on interaction and user score signals associated with the post and a viewing user. The signals for each of the posts are scored, and a ranking score for each post is determined. The posts are ranked in an order for display based on the ranking score and displayed for the viewing user on the page. Posts submitted by other users who have established connections with the viewing user are also filtered for display in a social box on the page.","FACEBOOK, INC.","November 30, 2011","June 10, 2014","Rohit Dhawan, Yuankai Ge, Jeffrey Andrew Kanter",8751917,Social context for a page containing content from a global community,Grant,https://patents.justia.com/patent/8751917
"Groups of users of a social networking system are categorized based on their association with a type of malicious activity. A set of predetermined malicious groups is identified. Users associated with the malicious groups are selected based on their level of interactions with the malicious groups. Other groups associated with the selected users are identified as being potentially malicious groups. The potentially malicious groups are further analyzed based on occurrences of keywords associated with the type of malicious activity and manual verification by experts. The potentially malicious groups are either classified as being malicious or non-malicious or assigned a score based on their likelihood of being associated with the type of malicious activity. The methods and system disclosed can be used for categorizing other types of social network objects based on their association with a type of malicious activity, for example, users, events, and content.","FACEBOOK, INC.","December 21, 2010","May 27, 2014","Daniel Leon Kelmenson, David Stewart Willner",8738705,Categorizing social network objects based on user affiliations,Grant,https://patents.justia.com/patent/8738705
"A social networking system presents content items to users, who then provide feedback regarding pairs of content items. The feedback includes a selection of a content item of the pair of content items that was preferred by the user over the other content item. The social networking system uses this information to train a predictive model that scores content items based on quality. The content items may be advertisements. The social networking system uses the pair-wise comparisons of the advertisements to determine feedback coefficients in an advertising quality score prediction model using regression analysis of the pair-wise comparisons for each predictive factor in the model. In this way, the pair-wise comparisons are used to train the prediction model to understand which advertisements are more enjoyable than others. A feedback coefficient for each predictive factor may be computed based on the preferences received from the group of users.","FACEBOOK, INC.","April 7, 2011","May 27, 2014","Rong Yan, John Hegeman",8738698,Using polling results as discrete metrics for content quality prediction model,Grant,https://patents.justia.com/patent/8738698
"A data center is electrically coupled to a power grid at two separate access points, which may be located within geographic proximity to each other. Each access point is located between two power generation systems. The access points have one or more power generation systems located between them, allowing the data center to be coupled to three or more power generation systems simultaneously and have access to power in the event of multiple power generation system failure. The data center may comprise two separate data center power inputs, which may each be connected to a separate power grid access point. The power grid may provide a high voltage level to the data center, and the data center may comprise transformers which step the voltage down to a lower voltage level. The data center may comprise one such transformer coupled to each of the two data center power inputs. The outputs of such transformers may be coupled together.","FACEBOOK, INC.","November 17, 2010","May 27, 2014",Seung Hoon Park,8736109,Powering a data center using multiple connections from a utility grid,Grant,https://patents.justia.com/patent/8736109
"A digital audio playback device that includes a wireless communication link to enable it to interact and synchronize with computing platforms as well as other mobile digital audio players and fixed digital audio players. A digital audio playback device is configured such that the computing platform may automatically or upon user request copy, add or remove digital audio content or other information, such as playlists. In addition, digital content on the digital audio playback device can be synchronized with a computing platform. In one embodiment of the invention, the digital audio playback device is configured to enable wireless communication among other digital playback devices and/or a computing platform to allow synchronization and control.","FACEBOOK, INC.","May 16, 2001","May 20, 2014","Jeffrey Jonathan Spurgat, Stephen Christopher Gladwin, Hoyet H. Andrews, III",8732232,Proximity synchronizing audio playback device,Grant,https://patents.justia.com/patent/8732232
"An application process operates at a privilege level lower than that of the kernel code of the operating system in which the process executes. When the application process requires performance of an operating system service for which the process lacks sufficient privileges to perform directly, rather than repeatedly requesting the service by issuing separate software interrupts, the process instead accumulates the data corresponding to the different service requests in a data container block and defers performance of the service. Whenever the process needs to complete the service, rather than deferring its performance, the process issues a single software interrupt that causes the kernel to use the accumulated data in the data container block to perform each of the N accumulated service requests. This reduces the number of interrupts that must be handled from N to one, thereby greatly reducing the overhead imposed by interrupt handling.","FACEBOOK, INC.","August 25, 2011","May 20, 2014",Mateusz Berezecki,8732371,Managing overhead associated with service requests via software generated interrupts,Grant,https://patents.justia.com/patent/8732371
"A wireless communication system and in particular a wireless communication system for digital audio players that provides for increased functionality, such as communication, interaction and synchronization between a computing platform and various mobile, portable or fixed digital audio players, as well as providing a communication link between the various digital audio players themselves. The computing platform may act, for example, through a wireless network or wireless communication platform, to control the digital audio players; to act as a cache of digital audio data for the digital audio players; as well as provide a gateway to the Internet to enable the digital audio players to access additional digital audio content and other information.","FACEBOOK, INC.","September 15, 2012","May 20, 2014","Jeffrey Jonathan Spurgat, Stephen Christopher Gladwin, Hoyet Harrison Andrews, III",8731460,Synchronization of digital content among multiple devices,Grant,https://patents.justia.com/patent/8731460
"The present invention provides a system and method for providing a social context to software applications. According to one embodiment of the invention, a user of a social network authorizes access by an external software application to information available in the social network. At some time later, the user of the social network uses an application designed by a third-party software developer. The application contacts the social network provider for permission to access the information available in the social network. If access has been authorized, the application incorporates the information from the social network into its interaction with the user, providing a social context to the user's interaction with the application.","FACEBOOK, INC.","August 15, 2007","May 20, 2014","Adam D'Angelo, Dave Fetterman, Charles Duplain Cheever, Arieh Steinberg, Eric Zamore, James H. Wang, Julie Zhuo, David Brookes Morin, Mark Slee, Ruchi Sanghvi",8732846,Platform for providing a social context to software applications,Grant,https://patents.justia.com/patent/8732846
"In particular embodiments, a method includes receiving an unstructured text query, identifying nodes and edges from a social graph that correspond to n-grams in the text query, and then generating structured queries that include references to the identified nodes and edges.","FACEBOOK, INC.","July 23, 2012","May 20, 2014","Yofay Kari Lee, Michael Benjamin Cohen, Maxime Boucher, Alisson Gusatti Azzolini, Xiao Li, Lars Eilstrup Rasmussen",8732208,Structured search queries based on social-graph information,Grant,https://patents.justia.com/patent/8732208
"In one embodiment, a social networking system automatically create a shared space for posting requests to the social networking system from multiple users based on social, spatial and temporal proximity, and create a news feed corresponding to the shared space.","FACEBOOK, INC.","September 9, 2011","May 20, 2014","Samuel Odio, Robert Sean Goodlatte, Justin Shaffer",8732255,Dynamically created shared spaces,Grant,https://patents.justia.com/patent/8732255
"A wireless communication system and in particular a wireless communication system for digital audio players that provides for increased functionality, such as communication, interaction and synchronization between a computing platform and various mobile, portable or fixed digital audio players, as well as providing a communication link between the various digital audio players themselves. The computing platform may act, for example, through a wireless network or wireless communication platform, to control the digital audio players; to act as a cache of digital audio data for the digital audio players; as well as provide a gateway to the Internet to enable the digital audio players to access additional digital audio content and other information.","FACEBOOK, INC.","September 15, 2012","May 20, 2014","Jeffrey Jonathan Spurgat, Stephen Christopher Gladwin, Hoyet Harrison Andrews, III",8731459,Sharing digital content among multiple devices,Grant,https://patents.justia.com/patent/8731459
"A social networking system enables a third party application to request user data based on action types and aggregations of a user's data corresponding to an action type with respect to multiple objects. Users of the social networking system may provide privacy or accessibility of their information based on the action type associated with the information (e.g., a user may allow a particular application to access all actions of a certain type, regardless of the source of those actions). The third party application may use this accessed information to generate personalized content for a user based on aggregations of the user's data and then publish the personalized content back to the social networking system.","FACEBOOK, INC.","August 4, 2012","May 20, 2014","Samuel Lessin, Robert Taaffe Lindsay, Justin Alexander Shaffer, Nicholas Felton",8732802,Receiving information about a user from a third party application based on action types,Grant,https://patents.justia.com/patent/8732802
"The need for an uninterrupted power supply (UPS) in a data center is obviated by tying a DC voltage from a backup power source directly to the motherboards of multiple servers in the data center. AC power received from a power utility service is converted into a lower voltage by a site transformer and then provided to one or more power distribution units at a site. The power distribution units supply power to a plurality of servers, which include power supplies that convert the AC electrical power to DC electrical power for use by the servers' motherboards. In the event of a failure of power from the utility service, the backup power source provides DC electrical power to the motherboards, e.g., for sufficient time to start up a generator to provide power in place of the utility service.","FACEBOOK, INC.","July 24, 2009","May 13, 2014","Seung Hoon Park, Amir Meir Michael",8723362,Direct tie-in of a backup power source to motherboards in a server system,Grant,https://patents.justia.com/patent/8723362
"In one embodiment, a geo-social networking system determines a user's current location, calculates a novelty score for the location representing the user's degree of familiarity, and surfaces content within a geographic and temporal radius based on the novelty score for display to the user.","FACEBOOK, INC.","October 17, 2011","May 13, 2014","David Harry Garcia, Samuel Odio",8725168,Content surfacing based on geo-social factors,Grant,https://patents.justia.com/patent/8725168
"The invention provides a display interface in a social networking system that enables the presentation of information related to a user in a timeline or map view. The system accesses information about a user of a social networking system, including both data about the user and social network activities related to the user. The system then selects one or more of these pieces of data and/or activities from a certain time period and gathers them into timeline units based on their relatedness and their relevance to users. These timeline units are ranked by relevance to the user, and are used to generate a timeline or map view for the user containing visual representations of the timeline units organized by location or time. The timeline or map view is then provided to other users of the social networking system that wish to view information about the user.","FACEBOOK, INC.","September 21, 2011","May 13, 2014","Serkan Piantino, Ryan Case, Stanislav Funiak, Daniel Klatzko Gibson, Jeff Huang, Ryan David Mack, Paul M. McDonald, Arun Vijayvergiya, Josh Wiseman, Zizhuang Yang, Steven Young, Raylene Kay Yung, Mark E. Zuckerberg",8726142,Selecting social networking system user information for display via a timeline interface,Grant,https://patents.justia.com/patent/8726142
"In one embodiment, a user of a social networking system requests to look up a contact's communication channel information in the user's address book. The social networking system provides to the user the contact's communication channels in an ordered sequence based on the user's social graph and communication information.","FACEBOOK, INC.","October 7, 2010","May 6, 2014",Erick Tseng,8719368,Preferred contact channel for user communications,Grant,https://patents.justia.com/patent/8719368
"A user maintains notification setting information having temporal periods capable of controlling, at least in part, the dissemination of information describing the on-line presence of the user within an instant messaging system or the geographic location of one or more mobile communications devices used by the user. The user may use multiple identities to communicate within the instant messaging system and/or with the mobile communications device or devices. The user can maintain sets of temporal periods for each of the multiple identities. Only one identity may be used at a specific time to communicate to a specific other identity, but the multiple identities of the user may be linked such that on-line presence and/or geographic location associated with one of the identities is disseminated based on the temporal periods set for one or more of the multiple identities.","FACEBOOK, INC.","September 13, 2012","May 6, 2014",Edmund J. Fish,8719710,Geographic location notification based on identity linking,Grant,https://patents.justia.com/patent/8719710
"Displaying electronic information in an instant-messaging application includes accessing a first electronic message providing information describing a first user that has an identifier included in a set of identifiers of users of an instant messaging application. A second electronic message providing information describing a second user that has an identifier included in the set of identifiers of users of an instant messaging application is accessed. Content contained within the first and second messages is analyzed to determine that at least a portion of content is common to the first and second electronic messages. Based upon the content analysis, an indication that the first and second messages include common content is provided to the user. Alternatively or additionally, an indication that two users are in physical proximity to a geographic location may be provided in response to detecting that the two users are within a threshold distance from the geographic location.","FACEBOOK, INC.","June 15, 2010","May 6, 2014","Jennifer Granito, Steve Greenberg, Andy Wick, Tom Jarmolowski, Alan Keister, Jeremy Rephlo",8719354,Identifying users sharing common characteristics,Grant,https://patents.justia.com/patent/8719354
"Systems and methods for automatically locating web-based social network members are provided. According to one embodiment, contact content including an associated GPS identifier and status for web-based social network members located at or near the same location automatically appears on a GPS-enabled device. A further exemplary system includes a GPS-enabled device configured to receive a GPS identifier and a status representing a location and a current state for a web-based social network member, a processing module that associates the received GPS-identifier and the received status, and a communications module that sends the associated GPS-identifier and status to a server comprising a web-based social network database. Contact content in a web-based social network database record in the web-based social network database is updated to include the associated GPS identifier and status for the web-based social network member.","FACEBOOK, INC.","September 14, 2012","May 6, 2014","Jed Stremel, Thyagarajapuram S. Ramakrishnan, Mark Slee",8719346,Automatically providing a communication based on location information for a user of a social networking system,Grant,https://patents.justia.com/patent/8719346
"Techniques are described for accounting for travel time in scheduling appointments in an electronic calendar. For example, a travel time between appointments may be identified and a time block may be reserved on a calendar application to account for such travel time. Geographic locations of adjacent appointments in a calendar may be determined and a route between the geographic locations also may be determined. A travel time associated with traveling the route between the geographic locations may be computed and the computed travel time may be compared to unscheduled time between the adjacent appointments in the calendar to determine whether the unscheduled time exceeds the travel time. If it is determined that the unscheduled time exceeds the travel time, a time block may be reserved on the calendar application to account for the travel time.","FACEBOOK, INC.","December 28, 2007","April 29, 2014","Adrienne C. Meisels, Stephen J. Coughlin, W. Karl Renner",8712810,Reserving a time block in a calendar application to account for a travel time between geographic locations of appointments,Grant,https://patents.justia.com/patent/8712810
"A data transfer method performed at a proxy server includes intercepting a data request from a client computer that is directed to a target server, encrypting profile information, augmenting the data request by adding the encrypted profile information to the data request, and sending the augmented data request to the target server. A data transfer method that is performed at an information server includes receiving a data request from a proxy server, extracting profile information added to the data request by the proxy server, using the extracted profile information to generate a response, and sending the response to the proxy server.","FACEBOOK, INC.","September 14, 2012","April 29, 2014","Larry T. Harada, Mark A. Dolecki, Christopher S Purdum, C. Hudson Hendren, III",8713695,Processing data using information embedded in a data request,Grant,https://patents.justia.com/patent/8713695
"In the presently preferred embodiment of the invention, every time a user submits a form the client software tries to match the submitted information with the stored profile of that user. If a match is discovered, the program tags the field of the recognized data with a corresponding type. The resulting profile can be used after that to help all subsequent users to fill the same form.","FACEBOOK, INC.","August 23, 2012","April 29, 2014","Ognian Z. Topalov, Eric Hohenstein",8713654,Reverse mapping method and apparatus for form filling,Grant,https://patents.justia.com/patent/8713654
"In one embodiment, a user of a mobile device navigates between application user interface layers by using touch inputs to the mobile device's side-mounted touchpad.","FACEBOOK, INC.","October 17, 2011","April 29, 2014","Matthew Nicholas Papakipos, Matthew Cahill",8711116,Navigating applications using side-mounted touchpad,Grant,https://patents.justia.com/patent/8711116
"Application code for deployment to a client over a data link is optimized to minimize download time by supplying only the application code with a particular object that is required by the object. In a web application that includes multiple pages, the HTML and JAVASCRIPT are scanned to identify code resources called by a particular web page. When all called resources are identified, they are extracted and concatenated into a single resource file. When the page is downloaded to the client, the import file is included with the page. The import file may be cached so that it need only be downloaded once, rather than being downloaded every time the page is requested. The invention is suitable for use with other interpreted scripting languages.","FACEBOOK, INC.","May 10, 2011","April 29, 2014",Robert Kieffer,8713586,Optimized delivery of web application code,Grant,https://patents.justia.com/patent/8713586
"A home gateway accesses a host system that differentially routes messages over a communication network to a destination system. The selection of a communication pathway from multiple possible communication pathways through a communication network is based on a user experience type (e.g., gaming user experience, streaming user experience, or browsing user experience) that generally reflects network resource consumption preferences of the user of the access account for the home gateway. Examples of user experience types include a gaming user experience, a streaming user experience and a browsing user experience. The user experience type generally reflects the online experience desired by the user.","FACEBOOK, INC.","September 14, 2012","April 29, 2014",Howard L. Pfeffer,8713178,Tiered cost model for access to a computer network,Grant,https://patents.justia.com/patent/8713178
Tooling and methods for co-molding a body with two different materials. An internal die assembly comprising at least two parts allows for placement of a component and co-molding of the body around the component and then removal of the internal die assembly without disturbing the body.,"FACEBOOK, INC.","September 9, 2011","April 29, 2014","Jacques Gagne, Gerald Kirk McGinty",8708689,Co-molding display with body of mobile device,Grant,https://patents.justia.com/patent/8708689
"A data transfer method performed at a proxy server includes intercepting a data request from a client computer that is directed to a target server, encrypting profile information, augmenting the data request by adding the encrypted profile information to the data request, and sending the augmented data request to the target server. A data transfer method that is performed at an information server includes receiving a data request from a proxy server, extracting profile information added to the data request by the proxy server, using the extracted profile information to generate a response, and sending the response to the proxy server.","FACEBOOK, INC.","February 18, 2011","April 29, 2014","Larry T. Harada, Mark A. Dolecki, Christopher S. Purdum, C. Hudson Hendren, III",8713690,Secure data exchange between data processing systems,Grant,https://patents.justia.com/patent/8713690
"Systems and techniques for transferring a file from a first client associated with a first subscriber to a communications system to a second client associated with a second subscriber to the communications system by connecting from the first client to a communications system host; sending, through the communications system host, a request to the second client to establish a direct connection to the second client; when the second client accepts the request, establishing a direct connection to the second client that bypasses the communications system host; and transferring a file over the direct connection.","FACEBOOK, INC.","June 6, 2011","April 29, 2014",James Crawford,8713114,Direct file transfer between subscribers of a communications systems,Grant,https://patents.justia.com/patent/8713114
"A classification system includes a signature-based duplicate detector and an inductive classifier that share attribute information. To perform the duplicate detection and the classification, the duplicate detector and inductive classifier are first initialized by generating a lexicon of attributes for the duplicate detector and a classification model for the classifier. To develop a classification model, a training set of documents of known class are used by the classifier to determine the attributes of the documents that are most useful in classifying an unknown document. The model is developed from these attributes. Attribute information containing the attributes determined by the classifier is then passed to the duplicate detector and the duplicate detector uses the attribute information to generate the lexicon of attributes.","FACEBOOK, INC.","May 14, 2010","April 29, 2014","Joshua Alspector, Abdur R. Chowdhury, Aleksander Kolcz",8713014,Simplifying lexicon creation in hybrid duplicate detection and inductive classifier systems,Grant,https://patents.justia.com/patent/8713014
"Systems and methods for reducing the number of challenge messages that are sent in response to an incoming message in situations where the incoming message is likely not unsolicited. The systems and methods include evaluating the behavior of a sender with regard to one or more federated messaging services and determining if the sender is approved or unapproved. If the sender is approved, the incoming message is deliver to a recipient's inbox without issuing a challenge message. Unapproved senders are required to respond to a challenge message.","FACEBOOK, INC.","September 14, 2012","April 29, 2014","Jay D. Logue, Richard A. Landsman, Timoth T. Sullivan, Susan Rayl Goldman",8713175,Centralized behavioral information system,Grant,https://patents.justia.com/patent/8713175
"An event notification matching system, including an event matching table forming a plurality of nodes. Each node is assigned a subscriber request value and contains identifiers for one or more subscribers to be notified at the occurrence of an event relating to the subscriber request value. The event notification matching system may also include a table index. The table index receives input values from an event processing module and selects one or more of the nodes that have subscriber request values corresponding to the received input values. The event processor receives event data from a predetermined source, and formats the input values to simplify the operations performed by the event matching table. The event notification matching system is configured such that the event data need not be compared to non-matching nodes in the event matching table.","FACEBOOK, INC.","September 14, 2012","April 29, 2014","David C. Sobotka, Christopher E. Austin-Lane, Vijay K. Eranti",8713174,Matching engine for comparing data feeds with user profile criteria,Grant,https://patents.justia.com/patent/8713174
Providing location information on a mobile device includes receiving signals from external devices. Each signal includes information that specifies a geographic location for the external device that has provided the signal. A geographic location for the mobile device is calculated by using the information contained in each of the received signals. A representation of the geographic location of the mobile device is generated. The representation of the geographic location is included within an electronic message that provides information describing a user of the mobile device to other users of an electronic communications system. The electronic message is transmitted to another device to provide an indication of the geographic location for the user to one of the other users of the electronic communications system.,"FACEBOOK, INC.","January 6, 2011","April 29, 2014","Jennifer Granito, Alexander Franco",8712431,Personalized location information for mobile devices,Grant,https://patents.justia.com/patent/8712431
"A proximity search engine for carrying out a proximity search with respect to a reference location uses as a reference frame the earth divided into tiles, which are predefined geographic regions of substantially equal areas. Records that are searched based on proximity to a reference location include location pointers, each of which identifies a particular tile that encompasses the physical location indicated by the corresponding record. When the proximity search is carried out, the tiles that are within a specified distance from the reference location are obtained and records having location pointers corresponding to such tiles are selected for inclusion in the search results.","FACEBOOK, INC.","October 19, 2011","April 29, 2014","Nicholas Galbreath, Yuh-Wen Soung",RE44876,Proximity search methods using tiles to represent geographical zones,Grant,https://patents.justia.com/patent/RE44876
"Controlling the volume of an audible alert associated with an instant messaging communications session includes rendering, on a first instant messaging user system, an instant messaging application user interface for an instant messaging communications session involving at least a first instant messaging user and a second instant messaging user, receiving notification of an event related to the instant messaging communications session, determining a characteristic of the event, accessing an audible alert to be rendered to signal existence of the event, adjusting based upon the determined characteristic of the event a volume of the audible alert corresponding to the event, and rendering the audible alert to signal existence of the event.","FACEBOOK, INC.","September 15, 2012","April 29, 2014","Brian D. Heikes, Xiaoyan Yin, Deborah R. Yurow, Kelly Matthews, Barry Appelman",8713120,Changing sound alerts during a messaging session,Grant,https://patents.justia.com/patent/8713120
"A real time notification system that tracks, for each user, the logon status of selected co-users of an on-line or network system and displays that information in real time to the tracking user in a unique graphical interface. The invention provides user definable on-line co-user lists, or “buddy lists”, that track specific co-users in real-time automatically. A user can create many separate buddy lists of co-users, either with intersecting or disjoint lists of users, and label these buddy lists according to the user's preference. The user can update a buddy list or create new buddy lists whenever necessary. When a user to logs on to a system, the user's set of buddy lists is presented to the buddy list system. The buddy list system attempts to match co-users currently logged into the system with the entries on the user's buddy list. Any matches are displayed to the user. As co-users logon and logoff, a user's buddy list is updated to reflect these changes.","FACEBOOK, INC.","December 19, 2012","April 29, 2014",Barry Appelman,8713441,Adding co-users to user definable co-user lists,Grant,https://patents.justia.com/patent/8713441
"A universal digital content system provides a dynamic user interface having a viewing area, an action menu area, and an organizing area. A user can create, organize, send, receive, access, collaborate with and otherwise manage digital content through a single user interface. The universal digital content system provides multiple ways of viewing and organizing all of the digital content accessible through the dynamic user interface. In addition, a user can create a collaboration session with one or more contacts using one or more digital content files.","FACEBOOK, INC.","March 22, 2010","April 29, 2014","Joe Hewitt, Marlon Bishop",8713112,Managing and collaborating with digital content,Grant,https://patents.justia.com/patent/8713112
"A data transfer method performed at a proxy server includes intercepting a data request from a client computer that is directed to a target server, encrypting profile information, augmenting the data request by adding the encrypted profile information to the data request, and sending the augmented data request to the target server. A data transfer method that is performed at an information server includes receiving a data request from a proxy server, extracting profile information added to the data request by the proxy server, using the extracted profile information to generate a response, and sending the response to the proxy server.","FACEBOOK, INC.","September 14, 2012","April 29, 2014","Larry T. Harada, Mark A. Dolecki, Christopher S Purdum, C. Hudson Hendren, III",8713694,Secure data exchange for processing requests,Grant,https://patents.justia.com/patent/8713694
"A method and system for reduction of quantization-induced block-discontinuities arising from lossy compression and decompression of continuous signals, especially audio signals. One embodiment encompasses a general purpose, ultra-low latency, efficient audio codec algorithm. More particularly, the invention includes a method and apparatus for compression and decompression of audio signals using a novel boundary analysis and synthesis framework to substantially reduce quantization-induced frame or block discontinuity; a novel adaptive cosine packet transform (ACPT) as the transform of choice to effectively capture the input audio characteristics; a signal-residue classifier to separate the strong signal clusters from the noise and weak signal components (collectively called residue); an adaptive sparse vector quantization (ASVQ) algorithm for signal components; a stochastic noise model for the residue; and an associated rate control algorithm.","FACEBOOK, INC.","September 14, 2012","April 29, 2014","Shuwu Wu, John Mantegna, Keren Perlmutter",8712785,Method and system for reduction of quantization-induced block-discontinuities and general purpose audio codec,Grant,https://patents.justia.com/patent/8712785
"The functionality of a browser application is enhanced using a browser plug-in, which enables the browser application to access portions of a file system not otherwise accessible to the browser application. The enhanced functionality provided by the browser plug-in is used in one example by an image uploading web application. The browser application may also start a task in the background, such as a task for uploading several images, and then monitor the progress of the task even when the browser application navigates away from the page that initiated the task. The browser application may use a local web server running on the client device to perform tasks, including the rendering of images and monitoring progress of long running tasks.","FACEBOOK, INC.","July 20, 2009","April 22, 2014","Matthew Cahill, Christopher W. Putnam, Daniel Reed Weatherford",8706801,Rendering a web page using content communicated to a browser application from a process running on a client,Grant,https://patents.justia.com/patent/8706801
"Markup language documents including server side scripting code using PHP syntax are executed efficiently in response to requests received by a server. The processing of the markup language document results in generation of a transformed markup language document that is returned in response to the request. The server side script code is input to a compiler that generates C++ code (or code in any object-based language based on C language) implementing the functionality of the server side script code. The C++ code is compiled to generated object code which is executed in order to process the markup language document. The generated C++ code includes functionality supported by PHP language including redeclaration of functions, dynamic variables, global variables, and the like. The generated C++ code invokes memory allocation code that allocates and deallocates objects obtained by instantiating the generated C++ classes.","FACEBOOK, INC.","September 27, 2010","April 22, 2014","Iain Andrew Russell Proctor, Minghui Yang, Haiping Zhao",8707161,Executing server side script code specified using PHP on a server to generate dynamic web pages,Grant,https://patents.justia.com/patent/8707161
"A messaging system facilitates communication between users through various messaging channels. The messaging system supports multiple communication channels and includes a messaging module that automatically selects one or more of the messaging channels for delivering a message to a recipient of the message using, for example, a set of policy rules or a trained model. The messaging module may also provide, in a user interface for sending and receiving messages, a visual indication of the selected messaging channel to the sender of the message to provide the user with transparency about how the message will be delivered. Additionally, the message may be delivered via multiple messaging channels, where the messaging module may rescind messages from some of the messaging channels upon receiving a reply from the recipient of the message or other confirmation that the recipient has seen the message via one of the communication channels.","FACEBOOK, INC.","August 8, 2011","April 22, 2014","Benjamin Peter Davenport, Peter Xiu Deng, Jonathan David Perlow, Lucy Congyun Zhang, Ben Gertzfield",8706824,Rescinding messages in a messaging system with multiple messaging channels,Grant,https://patents.justia.com/patent/8706824
