,album,artist,lyrics,song,sentiments
59,Nine Track Mind (Deluxe),Charlie Puth,"We don't talk anymore
We don't talk anymore
We don't talk anymore
Like we used to do
We don't love anymore
What was all of it for?
Oh, we don't talk anymore
Like we used to do

I just heard you found the one you've been looking
You've been looking for
I wish I would have known that wasn't me
'Cause even after all this time I still wonder
Why I can't move on
Just the way you did so easily
Don't wanna know
What kind of dress you're wearing tonight
If he's holding onto you so tight
The way I did before
I overdosed
Should've known your love was a game
Now I can't get you out of my brain
Oh, it's such a shame

That we don't talk anymore
We don't talk anymore
We don't talk anymore
Like we used to do
We don't love anymore
What was all of it for?
Oh, we don't talk anymore
Like we used to do

I just hope you're lying next to somebody
Who knows how to love you like me
There must be a good reason that you're gone
Every now and then I think you
Might want me to come show up at your door
But I'm just too afraid that I'll be wrong
Don't wanna know
If you're looking into her eyes
If she's holding onto you so tight the way I did before
I overdosed
Should've known your love was a game
Now I can't get you out of my brain
Oh, it's such a shame

That we don't talk anymore
(We don't we don't)
We don't talk anymore
(We don't we don't)
We don't talk anymore
Like we used to do
We don't love anymore
(We don't we don't)
What was all of it for?
(We don't we don't)
Oh, we don't talk anymore
Like we used to do

Like we used to do

Don't wanna know
What kind of dress you're wearing tonight
If he's giving it to you just right
The way I did before
I overdosed
Should've known your love was a game
Now I can't get you out of my brain
Oh, it's such a shame

That we don't talk anymore
(We don't we don't)
We don't talk anymore
(We don't we don't)
We don't talk anymore
Like we used to do
We don't love anymore
(We don't we don't)
What was all of it for?
(We don't we don't)
Oh, we don't talk anymore
Like we used to do
(We don't talk anymore)
Don't wanna know
What kind of dress you're wearing tonight (Oh)
If he's holding onto you so tight (Oh)
The way I did before
(We don't talk anymore)
I overdosed
Should've known your love was a game (Oh)
Now I can't get you out of my brain (Whoa)
Oh, it's such a shame
That we don't talk anymore",We Don't Talk Anymore (feat. Selena Gomez),"[{'score': 0.731472, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
60,Nine Track Mind (Deluxe),Charlie Puth,"I'd stroll into a bank and put a ski mask on
And walk out with a million bucks
Then I'd burn it in a pile out on your front lawn
Just to prove it didn't mean that much
I'd sell everything I own, take a pile of cash
Walk into the casino, blow it all on black
Then blow all of my winnings on a limousine
To make out with you in the back, hey

I'm not afraid to look insane
'Cause I'm crazy about you

There's nothing that I won't do
Just to make you love me, love me, love me
Throw away my pride for you
Just to make you love me, want me, trust me
Baby, I know I'm not ashamed
Just need you and I could care less
If everyone knows I'm your fool
Girl there's nothing I won't do
Just to make you love me, love me, love me

I'd buy a couple red-eye one-way tickets to Paris doing first class rate
Then I'd carry your body to the top of the tower to kiss your lips at midnight
Then we'll wander through the streets, and drink champagne
Get drunk and start singing in the pouring rain
I'll acapella karaoke ""Sexy Thing"", cause baby I feel no shame
Say this whole world can know you're all I need
Cause baby some day I'll drop and hit one knee and tell you

I'm not afraid to change your name
'Cause I'm crazy about you

There's nothing that I won't do
Just to make you love me, love me, love me
Throw away my pride for you
Just to make you love me, want me, trust me
Baby, I know I'm not ashamed
Just need you and I could care less
If everyone knows I'm your fool
Girl there's nothing I won't do
Just to make you love me, love me, love me

Throw myself out of every jet plane
Hundred feet a second just screaming your name
I see the cop car turn blue lights on
Pick you up driving around till dawn
I'm not afraid to look insane
'Cause I'm crazy about you

Oh, oh, oh I'm not afraid to look insane
'Cause I'm crazy, crazy, crazy

There's nothing that I won't do
Just to make you love me, love me, love me
Throw away my pride for you
Just to make you love me, want me, trust me
Baby, I know I'm not ashamed
Just need you and I could care less
If everyone knows I'm your fool
Girl there's nothing I won't do
Just to make you love me, love me, love me",My Gospel,"[{'score': 0.531324, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.840607, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
61,Nine Track Mind (Deluxe),Charlie Puth,"Well I get the thrill run down my spine
When I see you hitting me up
Feeling so electrified
With the heat of a million suns
You know just one touch can keep me high
And I think I'll never come down
Till a couple days go by
And you're nowhere to be found

Up all night
Up all night
All the things that you said to me yesterday
Playing over in my mind
It's a crime
It's a crime
How you're reeling me in with the games you play
Then you hang me out to dry

So I try to shake you out my head
Try to dance with somebody new
But you got those lips so red
And that smoking voice, you do
So I know it's pointless anyway
Cause there ain't nobody else
That could light me up so bright
And break this crazy spell

Up all night
Up all night
All the things that you said to me yesterday
Playing over in my mind
It's a crime
It's a crime
How you're reeling me in with the games you play
Then you hang me out to dry

If I wait a little longer
Then maybe you'll come back around
Wait a little longer
Then maybe you'll be ready now
'Cause I would wait forever
For you to fall back into my arms
So come on

Up all night
Up all night
All the things that you said to me yesterday
Playing over in my mind
It's a crime
It's a crime
How you're reeling me in with the games you play
Then you hang me out to dry
Up all night
Up all night
All the things that you said to me yesterday
Playing over in my mind
It's a crime
It's a crime
How you're reeling me in with the games you play
Then you hang me out to dry
How you're reeling me in with the games you play
Then you hang me out to dry",Up All Night,"[{'score': 0.778599, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
62,Nine Track Mind (Deluxe),Charlie Puth,"Oh I been hurting lately
I'm down on all my luck
Sometimes there's no one there by your side
I don't deserve this baby
But I know that I can't give up
Tough times I just take them in stride

I'm almost there, only one more step
Left, right, left, right, left
I'm moving on, I got no regrets
Left, right, left, right, left

I said times are changing, tell me how can I keep up
Every time that I turn around there's a wall
But I'm climbing daily, until I see the top
And I get up right after every fall
When you're brokenhearted
And you're lost without me
Yeah you gotta walk alone, yeah it's true
Flash every smile 'cause I've been lost for miles
I know you've felt this way before too

We're almost there baby one more step
Left, right, left, right, left
We're moving on, we got no regrets
Left, right, left, right, left
Left, right, left, right, left
Left, right, left, right, left
We're almost there only one more step
Left, right, left, right, left

I know it looks like it's too far
But it's nothing compared to how far we've come
Walking down this boulevard
When the darkest times come right before the sun

We're almost there baby one more step
Left, right, left, right, left
We're moving forward and there's no regrets
Left, right, left, right, left
Left, right, left, right, left
Left, right, left, right, left
We're almost there only one more step
Left, right, left, right, left
Left, right, left, right, left
Left, right, left, right, left
Left, right, left, right, left
We're almost there only one more step
Left, right, left, right, left",Left Right Left,"[{'score': 0.635289, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.684901, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
63,Nine Track Mind (Deluxe),Charlie Puth,"Some girls walk in the room and everything remains
But when you opened up the door, my life completely changed
Some girls be craving that attention to be seen
But the one I'm looking at is right in front of me

There's no words to express
When you're wearing that dress that way
There's no words to describe
Let me look in your eyes and say

There's beautiful and then there's you
There's beautiful and then there's you
There's beautiful and then there's you

Some girls, they hit me up saying, ""What you doing now?""
But they don't really understand the masterpiece I've found
Those girls be wondering why I haven't been around
And if they haven't figured out, I bet they hear me

There's no words to express
When you're wearing that dress that way
There's no words to describe
Let me look in your eyes and say

There's beautiful and then there's you
There's beautiful and then there's you
There's beautiful and then there's you

Some girls walk in the room and everything remains
But when you opened up the door, my life completely changed

There's beautiful and then there's you
There's beautiful and then there's you
Did you know you're beautiful, baby?
There's beautiful and then there's you
I know there is beautiful and then there's you
I know there is beautiful and then there's you
There's beautiful and then there's you
I know there is beautiful and then there's you
I know there is beautiful and then there's you
There's beautiful and then there's you",Then There's You,"[{'score': 0.701926, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.641338, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.906975, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
64,Nine Track Mind (Deluxe),Charlie Puth,"Detonate-Detonator
Baby you, you blow my mind
You'll tell me wait, wait on ya
But baby I can't wait all night
I go through pictures inside my phone
Won't stop tempting me
You know what I want
Wanna make, wanna make love
Girl I can't lie

I'm just a sucker
For a cold hearted lover
You make me suffer
You make me suffer
Don't keep me waiting
You should come over
Don't make me suffer
Don't make me suffer

So here we go, go again
It's like I'm caught under your spell
You're wearing black, black magic
Oh baby don't wear nothing else
When I open up this door, don't you play
Ain't no other man going to make you feel the same
Wanna make, wanna make love
Girl I can't lie

I'm just a sucker
For a cold hearted lover
You make me suffer
You make me suffer
Don't keep me waiting
You should come over
Don't make me suffer
Don't make me suffer

I hate when
You get your way
But we love you we love you baby
So please don't ever change
You make me suffer baby
You oh

I'm just a sucker
For cold hearted lover
You make me suffer
You make me suffer
Don't keep me waiting
You should come over
Don't make me suffer
Don't make me suffer",Suffer,"[{'score': 0.681343, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
65,Nine Track Mind (Deluxe),Charlie Puth,"Thinking back in time when I had you to lose
Those were the days baby you were truth
And nothing you could do would ever change that
You riding with me, me riding for you
We followed our hearts don't forget what they do
But somewhere down the line I left you hanging
For you, I could climb
Mount Kilimanjaro a thousand times
Oh my friend, I'll never break your heart again

'Cause I, I will always love you
Baby I could never judge you
I would take you as you are, are, are, are, are
I, I will always love you
Baby I could never judge you
I'd take you as you are, are, are, are, are

You know me like inside and out, how I feel
Nothing more nothing less you're the real
I wanna take this time to thank you baby
For you, I could climb
Mount Kilimanjaro a thousand times
Oh my friend, I'll never break your heart again

'Cause I, I will always love you
Baby I could never judge you
I would take you as you are, are, are, are, are
I, I will always love you
Baby I could never judge you
I'd take you as you are, are, are, are, are

So let it be known now
You're queen to my throne now
It's you at all times
I'll never reject you
I'll love and respect you
'Cause you're my lifeline
Only thing on my wishlist
You love and forgiveness
For that I will climb
(Mount Kilimanjaro a thousand times)
Why would I fight it?
I know that it's right when you're holding my hand
I knew when I saw you
That God was just giving me a second chance
I'll climb every mountain
And scream at the top of my lungs that I'm yours
You know that I'm yours

'Cause I, I will always love you
(I will always love you)
Baby I could never judge you
(I could never judge you)
I would take you as you are, are, are, are, are
I, I will always love you
(Darling I will always love you
I will always love you)
Baby I could never judge you
I'd take you as you are, are, are, are, are",As You Are (feat. Shy Carter),"[{'score': 0.614489, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
66,Nine Track Mind (Deluxe),Charlie Puth,"When I'm old and grown
I won't sleep alone, woah
Every single moment will be fading into you
That's some type of love
That's some type of love

And I won't sing the blues
'Cause all I need is you, woah
Every single question will be answered all by you
That's some type of love
That's some type of love

When the world's on fire we won't even move
There is no reason if I'm here with you
And when it's said and done I'll give me to you
That's some type of love
That's some type of love

When were old and gray
And our faces changed
There won't be a moment when my heart don't feel the same
That's some type of love
That's some type of love

And every story ends
But we could still pretend
Every single moment will be just as we had planned
It was some type of love
That's some type of love

When the world's on fire we won't even move
There is no reason if I'm here with you
And when it's said and done I'll give me to you
That's some type of love
That's some type of love

If I'm here with you
I'll give me to you baby
That's some type of love
That's some type of love

When the world's on fire we won't even move
There is no reason if I'm here with you
And when it's said and done I'll give me to you
That's some type of love
That's some type of love",Some Type Of Love,"[{'score': 0.590389, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.560718, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.931073, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
67,Shawn Mendes,Shawn Mendes,"Don't cry, or do whatever makes you feel comfortable I'm tired, too There's nothin' left to say, let's call a truce 'Cause I don't really wanna go to bed like this I'm so sorry We're still stuck in the middle I'm so sorry 'Cause in the moment I I don't know what it's like to be you I don't know what it's like but I'm dying to If I could put myself in your shoes Then I know what it's like to be you Can I kiss you or not? 'Cause I'm not really sure right now of what you want Are you still mad at me? I'm hopin' not 'Cause maybe we could go to the movies I know that always cheers us up, hey I'm so sorry Though we're still stuck in the middle Yeah, I'm so sorry 'Cause in the moment I I don't know what it's like to be you I don't know what it's like but I'm dying to If I could put myself in your shoes Then I know what it's like to be you Tell me what's inside of your head No matter what you say I won't love you less And I'd be lying if I said that I do I don't know what it's like to be you I don't know what it's like to be you I get worried I might lose you a little Every time we Every time we argue and get caught up in the moment I don't know what it's like to be you I don't know what it's like but I'm dying to If I could put myself in your shoes Then I know what it's like to be you so tell me what's inside of your head No matter what you say I won't love you less And I'd be lying if I said that I do I don't know what it's like to be you I don't know what it's like to be you I don't know what it's like",Like To Be You feat. Julia Michaels,"[{'score': 0.592608, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.620013, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.866063, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
68,Shawn Mendes,Shawn Mendes,"Here I am, stuck on this couch Scrolling through my notes Heart was broken, still not growing, nah Waking up to headlines Filled with devastation again My heart is broken But I keep going Pain, but I won't let it turn into hate No, I won't let it change me Never losing sight of the one I keep inside Now, I know it Yeah, I know it You can't take my youth away This soul of mine will never break As long as I wake up today You can't take my youth away You can't take my youth away This soul of mine will never break As long as I wake up today You can't take my youth away You can't take my youth away It's hard to sleep at night Knowing what's outside Feeling hopeless I need focus You hit me with words I never heard Come out your mouth To be honest I don't want it, no Pain, but I won't let it turn into hate No, I won't let it change me You can't take my youth away This soul of mine will never break As long as I wake up today You can't take my youth away You can't take my youth away This soul of mine will never break As long as I wake up today You can't take my youth away You can't take my youth away You can't take my youth away Pain, but I won't let it turn into hate No, I won't let it change me Pain, but I won't let it turn into hate No, I won't let it change me You can't take my youth away This soul of mine will never break As long as I wake up today You can't take my youth away (youth away) You can't take my youth away This soul of mine will never break As long as I wake up today You can't take my youth away You can't take my youth away This soul of mine will never break As long as I wake up today You can't take my youth away You can't take my youth away This soul of mine will never break As long as I wake up today You can't take my youth away You can't take my youth away",Youth feat. Khalid,"[{'score': 0.833352, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.568447, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
69,Illuminate (Deluxe),Shawn Mendes,"You've got a hold of me Don't even know your power I stand a hundred feet But I fall when I'm around you  Show me an open door Then you go and slam it on me I can't take anymore I'm saying baby  Please have mercy on me Take it easy on my heart Even though you don't mean to hurt me You keep tearing me apart Would you please have mercy, mercy on my heart Would you please have mercy, mercy on my heart  I'd drive through the night Just to be near you baby Heart open, testify Tell me that I'm not crazy  I'm not asking for a lot Just that you're honest with me My pride is all I got I'm saying baby  Please have mercy on me Take it easy on my heart Even though you don't mean to hurt me You keep tearing me apart Would you please have mercy on me I'm a puppet on your strings And even though you got good intentions I need you to set me free Would you please have mercy, mercy on my heart Would you please have mercy, mercy on my heart  Consuming all the air inside my lungs Ripping all the skin from off my bones I'm prepared to sacrifice my life I would gladly do it twice Consuming all the air inside my lungs Ripping all the skin from off my bones I'm prepared to sacrifice my life I would gladly do it twice  Oh, please have mercy on me Take it easy on my heart Even though you don't mean to hurt me You keep tearing me apart Would you please have mercy on me I'm a puppet on your string And even though you got good intentions I need you to set me free I'm begging you for mercy, mercy I'm begging you, begging you please baby I'm begging you for mercy, mercy Oh, I'm begging you, I'm begging you, yeah",Mercy - Acoustic,"[{'score': 0.605899, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]"
70,Voicenotes,Charlie Puth,"Told you I'm moving out to bigger and better things Guess you never know what good you got until it's gone Thought I could find somebody new who could take your place The list goes on and on and on  There was Nicky, Nicole, Tiffany and Heather But there's only room for you in my world But you say that I change like the East Coast weather How the hell did I get caught up messing with these LA girls  (I miss my baby, I miss my baby) LA girls (I miss my baby) Messing with these LA girls  Boy, I miss the days we'd take a Greyhound in NYC Wish I could've seen that it was perfect how it was Listen, I don't want this to be the way you remember me 'Cause I know I was wrong, wrong  There was Nicky, Nicole, Tiffany and Heather But there's only room for you in my world (only you my world) But you say that I change like the East Coast weather How the hell did I get caught up messing with these LA girls  (I miss my baby) My baby (I miss my baby) LA girls (I miss my baby) Here we go, messing with these LA girls (I miss my baby) Baby (I miss my baby) LA girls (I miss my baby) Here we go, messing with these LA girls  One, two, three, talk to me like A-ooh-ooh-ooh, ooh-ooh-ooh, ooh-ooh-ooh, ooh-ooh-ooh-ooh-ooh Ooh-ooh-ooh, ooh-ooh-ooh, quit messing with me baby Ooh-ooh-ooh, ooh-ooh-ooh, yeah, ooh-ooh-ooh, ooh-ooh-ooh-ooh-ooh, oh baby Ooh-ooh-ooh, ooh-ooh-ooh  There was Nicky, Nicole, Tiffany and Heather But there's only room for you in my world (only you my world) But you say that I change like the East Coast weather How the hell did I get caught up messing with these LA girls  (I miss my baby, baby) (I miss my baby) LA girls (I miss my baby, baby) Messing with these LA girls I'm missing my baby (I miss my baby) Baby (I miss my baby) LA girls (I miss my baby, baby) Messing with these LA girls  (Ooh-ooh-ooh, ooh-ooh-ooh) I miss my baby (Ooh-ooh-ooh, ooh-ooh-ooh-ooh-ooh) I miss my baby, LA girls (Ooh-ooh-ooh, ooh-ooh-ooh) I miss my baby (Ooh-ooh-ooh, ooh-ooh-ooh-ooh-ooh) Oh, oh, these LA girls (Ooh-ooh-ooh, ooh-ooh-ooh) I miss my baby (Ooh-ooh-ooh, ooh-ooh-ooh-ooh-ooh) I miss my baby, LA girls (Ooh-ooh-ooh, ooh-ooh-ooh) I miss my baby Messing with these LA girls",LA Girls,[]
71,Nine Track Mind (Deluxe),Charlie Puth,"Don't run from me river Don't run from me river river No don't run from me river Don't run from me river river  Look, you can play it cool Act like you don't care River don't be cruel You're pushing me away Don't want to get hurt So you hurt me first With the words you say  Maybe you should fall That's what rivers do 'cause when you're in love You don't mind a different view Things are looking up  Oh river (river, river) Don't run (run, run) Don't run (river, river) Don't run (run, run) Oh river (river, river) Don't run (run, run) Don't run (river, river) From our love (run, run)  Look, darling don't give up When the water's rough Where you gonna go? My heart is your home Nothing is as cold As running on your own So river don't you rush  Maybe you should fall That's what rivers do 'cause when you're in love You don't mind a different view Things are looking up  Oh river (river, river) Don't run (run, run) Don't run (river, river) Don't run (run, run) Oh river (river, river) Don't run (run, run) Don't run (river, river) From our love (run, run)  Don't run from me river Don't run from me river, river No don't run from me river Don't run from me river, river No don't run from me river Don't run from me river, river No don't run from me river  Maybe you should fall That's what rivers do 'cause when you're in love You don't mind a different view Things are looking up  Oh river (river, river) Don't run (run, run) Don't run (river, river) Don't run (run, run) Oh river (river, river) Don't run (run, run) Don't run (river, river) From our love (run, run)  Oh river (river, river) (Don't run from me river) Don't run (run, run) (Don't run from me river, river) Don't run (river, river) (No don't run from me river) Don't run (run, run) (Don't run from me river, river) Oh river (river, river) (Don't run from me river) Don't run (run, run) (Don't run from me river, river) Don't run (river, river) (No don't run from me river) From our love (run, run) (Don't run from me river, river) No",River,[]
72,Nine Track Mind (Deluxe),Charlie Puth,"Tell me lies, like how you're better off without me While the truth is written all over your face Even in photographs together you look lonely, lonely When you were here, you never had to fake  And girl I promise I'm not gonna bother you anymore Soon as you hang up the phone I just got one question that you might not be ready for But I really gotta know  Does it feel, feel like you're never gon' find nothing better? Does it feel, feel like you're missing, 'cause I loved you different?  And the way that you can say you don't remember How I kept you coming over every night And the way that you can say you never wondered, wondered If loving someone else is just a lie  Whoa, girl I promise I'm not gonna bother you anymore Soon as you hang up the phone (hang up the phone) I just got one question that you might not be ready for But I really gotta know  Does it feel, feel like you're never gon' find nothing better? Does it feel, feel like you're missing, 'cause I loved you different? Does it feel, feel like you're never gon' find nothing better? Does it feel, feel like you're missing, 'cause I loved you different?  And girl, I promise I'm not gonna bother you anymore Soon as you hang up the phone I just got one question that you might not be ready for But I really gotta know  Does it feel, feel like you're never gon' find nothing better? Does it feel, feel like you're missing, 'cause I loved you different? Does it feel, feel like you're never gon' find nothing better? Does it feel, feel like you're missing, 'cause I loved you different?",Does It Feel,"[{'score': 0.79915, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.817492, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.510975, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
73,Nine Track Mind (Deluxe),Charlie Puth,"I'm facing the bottle for all of my problems These Instagram models are nothing but trouble She's going away now, I'm going full throttle All these Instagram models, I said they're nothing but trouble When I met her she was out for love Yeah, I bought her leather and some diamond studs Damn, when I met her she was molly'd up Fuck it, I said ""Whatever"" cause I'm not a judge No, all my niggas say she's not what's up Uh, I considered it but not enough Uh, she just wanted to be popular Uh, she just wanted ten thousand followers Oh she posted, she posted, she posted They like it, they like it, repost it She party promoting, she hosting She posing, legs open, provoking It got my head smoking I tried to act like I don't notice Emotions, emotions, emotions, lord I'm facing the bottle for all of my problems These Instagram models are nothing but trouble She's going away now Now it's over I'm going full throttle You drive me crazy All these Instagram models I said they're nothing but trouble I had to leave that ho alone and get my mind right I had to go talk to my friends, I had to find Christ Lord I had to, open up my eyes and find light I was so green and all she wanted was that limelight Lord I, was so blinded by her highlights She had me not checking my DM's neither my likes Oh what, you modeling ma? Knock yourself out Open my heart to you when you lock yourself out When I met her she was posse'd up In the section holding bottles up Oh, she just wanted to be popular Oh, she just wanted ten thousand followers I should have known from the very start That you weren't after my foolish heart No, you liar, liar, liar girl You got the world thinking you're a star But you, you're not who you say you are I'm dying, dying, dying, girl I'm facing the bottle I'm sipping and lighted and dipping in line, but I'm coping For all of my problems I'm too open These Instagram models Glad I left her Are nothing but trouble But I don't know her Lord She's going away now Now it's over I'm going full throttle You drive me crazy All these Instagram models I said they're nothing but trouble",Nothing But Trouble - Instagram Models Dance Remix,"[{'score': 0.648057, 'tone_id': 'anger', 'tone_name': 'Anger'}]"
